Unnamed: 0,symbol,Stoch_K,Stoch_D,StochRSI_K,StochRSI_D,MACDAS-dif,MACDAS,MACDAS_Signal,BB_BWidth,BB_%B,YF%,MFI,OBV,RSI,AD,ADX,CCI,ROC,CMF,ATR,FWMA,VWAP,Supertrend,st_way,kama,CPrice,change,old_Stoch_K,old_Stoch_D,old_StochRSI_K,old_StochRSI_D,old_MACDAS-dif,old_MACDAS,old_MACDAS_Signal,old_BB_BWidth,old_BB_%B,old_YF%,old_MFI,old_OBV,old_RSI,old_AD,old_ADX,old_CCI,old_ROC,old_CMF,old_ATR,old_FWMA,old_VWAP,old_Supertrend,old_st_way,old_kama,old_CPrice,old_change
238,KCAER.IS,21.187343314236653,23.748440393833487,3.978296137574919,3.087993273584264,-0.0661791653908297,-0.1254149323803889,-0.0592357669895592,15.879914364077315,0.3867424958037723,26.15204325227725,45.98670118938027,237196775.0,49.85119479689583,-333100087.82744926,18.528371744836,-53.83965008326673,-4.710919604779944,-0.0755488228253921,0.5710063557232528,13.444320596497631,13.240000089009603,12.74164270888082,1,13.134906304178369,13.35,-0.8172362555720736,49.75063191438696,66.04137974080062,37.92279978113089,64.57385065221861,-0.0604628683786664,-0.0057636186336626,0.0546992497450037,18.44906983815828,0.4083724084382837,14.861143366883306,61.13851004553018,347058913.0,48.65469870404397,-609417518.0011284,27.565512943374173,-29.708528819203323,3.5353541435021345,-0.2287476317020981,0.6656032029099198,12.804918960432008,12.34666665395101,11.876342181280808,1,12.26803687081671,12.300000190734863,-3.149603342816265
239,KCHOL.IS,17.13306077690442,27.09365766904536,4.59061285885524,14.382832837431245,-0.9659125909692524,-0.7324687797240451,0.2334438112452074,19.28894106332145,0.3397406182849427,7.670182166826462,51.83019641994824,-39126058.0,42.8886042533691,-842287781.63793,16.009949016996632,-43.36176824183152,-8.28479161926072,-0.0815631917456323,5.180601199980762,143.50436028408956,142.5,139.5534114544031,1,150.1294111102588,141.7,-0.909090909090915,23.15788938288104,35.39512199291374,39.65071183473065,55.38593529688035,-0.0139923683745109,-0.4287309071183065,-0.4147385387437956,13.117278868132226,0.0231396442191297,0.9821735953025272,44.92781024755333,263164467.0,37.28025322741923,-777018396.3880891,20.369732320412005,-145.20137066535293,-6.707322998571091,-0.273974373326232,5.829234941689121,141.3173416168646,139.03333028157553,156.96137965102284,-1,152.69775770749183,137.6999969482422,-2.1321962082938573
240,KERVT.IS,3.0391189884511203,2.9956021611239163,0.3913805088100863,2.8736926937336897,0.0393254199268526,-0.166722264401276,-0.2060476843281287,29.49111466803172,0.1819408442290721,31.57370517928286,27.49118034596445,139181613.0,36.07247463307561,-131916536.23064294,13.684789834875264,-100.01422174461224,-12.2512454998493,-0.4746955305511456,0.6826697237371685,14.299330548872572,14.189999898274742,16.088878790369424,-1,14.728027905218855,14.11,-1.328671328671338,35.00441944704321,54.75818123162538,29.72440229941071,46.83481959437408,-0.005455717189217,-0.0718422942691533,-0.0663865770799362,14.34803970400318,0.3101997239748338,51.49403435868204,44.45923545868565,146632707.0,49.50104758167377,-92175504.21027029,21.785953200066132,-38.23163529056556,-7.0398114179194575,-0.1164273003607025,1.0145625397169944,16.643134342487638,16.400000254313152,14.795491684208024,1,16.473009441790474,16.110000610351562,-5.679152913860319
241,KFEIN.IS,0.8785973620136899,1.3482954240760427,0.0,1.8714005834062637,0.0465151264390588,-1.164327595977352,-1.2108427224164109,28.110542502993727,0.0444445799121719,12.254901960784316,24.674739248660373,14926421.0,28.04990990521549,-35982155.277590245,19.942689453317616,-140.6932325784749,-11.717500089221964,-0.5820392264228584,4.596511349941414,93.77264070801029,91.43333435058594,104.7021526783983,-1,100.52663130292916,90.4,-3.211991434689509,6.387916279762904,16.783721105182504,1.139082061086589,5.888799491901324,-0.4283515501437196,-1.3653114722669777,-0.936959922123258,15.576960439611518,0.1854732204023829,53.16009835047733,21.44420494874371,26306168.0,46.99282394662207,-47090416.40536383,18.95456221430751,-87.16450089468039,-4.710740927177111,-0.3951078906639123,6.466365088091908,117.50812820682177,116.68981532254244,108.95496005349928,1,116.8277009459977,114.9615707397461,-3.5953139441667448
242,KIMMR.IS,61.1164037993037,67.82054614983754,4.23549120962714,15.346602320738253,-0.1229504269545861,0.0188100917389627,0.1417605186935489,34.90597583732226,0.6383269576888643,73.16239316239316,66.60116882949245,76670801.0,59.05633330022944,-98181650.37430409,50.210255853663135,59.392246910271766,10.56534149539492,0.3282920648479179,0.6016581652523708,12.23453343083844,12.103333473205566,11.38346859595803,1,11.962040757579656,11.93,-3.5569927243330635,48.48486818886071,63.57878061394311,76.17960177924563,88.51906788715543,-0.005870216271803,0.0803497478994111,0.0862199641712141,6.447387113996491,0.7363783351052227,14.471971205748403,63.72608133320607,-14925733.0,48.466150863130245,-156911241.37143317,15.530568694914509,65.18529311125063,2.816898570697485,-0.1584300331839764,0.2942554652989491,8.788874204453784,8.760000228881836,9.253943789331494,-1,8.632926682699033,8.760000228881836,-0.2277847915444941
243,KLGYO.IS,6.689822137518896,15.94598753789348,0.0,0.5950677056546599,-0.0363040242950196,-0.0384424425078686,-0.0021384182128489,13.740647130051247,0.1098613499212457,40.816326530612265,61.155687884777656,47808850.0,40.97264692246022,-670241946.954839,13.821492167259844,-113.313523085723,-5.732483625047658,-0.2419606677146683,0.208650698616882,4.530750592388439,4.473333358764648,4.353720966175311,1,4.773456853547241,4.44,-1.9867549668874165,13.120579428130256,23.16786464949907,21.099179908215024,34.1763802392273,-0.0012525233737132,-0.0311305260446839,-0.0298780026709707,21.090540811780336,0.1120995311785637,19.4029785241795,27.10907820454687,1023347344.0,38.04920473639167,-318804487.9328095,16.896881027134935,-108.5211202167529,-14.40162399328598,-0.2491028611519649,0.2112301304424826,4.338509032982599,4.259999910990397,4.881739369429011,-1,4.737352662619375,4.21999979019165,-2.9885084434708387
244,KLKIM.IS,4.410786470394711,2.5766316959800872,6.420734645599434,3.2283283456193934,-0.0451252548330605,-0.1859714129760692,-0.1408461581430086,16.268844096210756,0.1252212468054525,32.51295336787565,28.478908151690163,25042277.0,36.95323669150937,-94370246.60717316,12.112242590496251,-152.37861118412744,-8.539767969922082,-0.2733073879982641,1.070500375271888,28.24943205115761,28.053333282470703,31.05988864360133,-1,30.75215616131112,28.06,0.8626887131560013,3.371462833508279,14.23800525417571,3.7958807944301776,11.728699999412342,-0.0594848921165228,-0.2859137175211284,-0.2264288254046055,11.884134455537035,-0.0665442786564653,48.25750334957932,30.804140951469904,2114771.0,38.29720499383512,-120794346.51496144,14.005079089625468,-169.26377472400148,-8.867588626804327,-0.3477261208656545,1.3058382861202391,30.806160673408428,30.337923462099116,34.17777850457649,-1,33.049421083333336,29.9960880279541,-2.8114989847176863
245,KLMSN.IS,20.82039685071344,20.37929403080572,21.78192821346214,25.39302342066709,-0.0236370586944234,-0.0729392738457505,-0.049302215151327,9.383805100152388,0.0384222286485,14.66666666666666,56.42950697809066,5731399.0,39.74700104860774,-12089961.705493951,11.11246126366179,-134.7382930037681,-6.323777586095846,-0.2456748784105724,0.929713459579114,22.58267727439834,22.413333257039387,24.865322612202355,-1,23.43590218509381,22.22,-3.4752389226759384,56.45397838834327,58.00384824401902,65.73835109123779,63.79820007987606,-0.0091958754119649,0.1131360851725048,0.1223319605844697,7.036626344250228,0.8043412439944571,14.457827704709878,70.13340780355665,7028008.0,51.826974301014594,-23963437.89836957,19.61363248804981,74.21818950222631,1.3628607370651622,0.0968979311712742,0.9305787389154168,23.578275583820457,23.63333320617676,25.481141347462383,-1,23.80856295000965,23.799999237060547,1.190470977242053
246,KLRHO.IS,93.0899287137922,93.20223669517982,84.99761055178487,79.65475674928655,0.2104766954481665,1.9056250753013424,1.695148379853176,106.21048481793528,0.9364910946455524,92.6795580110497,77.16456604625236,70343514.0,81.79726324578039,18300366.41185582,55.63369699885225,127.67474253551428,101.61870782478134,0.42794316692417,3.489779708686598,52.722008177039584,55.21666717529297,42.8613422353083,1,48.24026502173509,56.05,1.9090909090909047,4.031517709964401,19.55720769496119,0.0,5.550900173980975,-0.2289347781655262,-0.1689613293875764,0.0599734487779497,22.481928641467416,0.3013005770041667,12.92461026561292,54.15102311177751,31371502.0,41.21385297258029,-25157984.415578227,19.59227885045855,-53.33115409412807,-11.655169519884833,-0.3589488257134293,1.366887801052033,26.284036655696845,25.96666717529297,25.235793966645947,1,27.229996167654363,25.6200008392334,-2.880964161149413
247,KLSER.IS,5.555565367020414,17.074442671830223,4.131286578364668,21.97335862638276,-0.0801352012347737,-0.0685698024398559,0.0115653987949178,7.23292939887932,-0.0359535647686551,0.0,43.57400068907389,55474039.0,31.988366325727103,-161688778.50632933,12.491535489677227,-161.2201334811699,-4.993067012617204,-0.5802738107965438,0.8084076769889558,27.893569863108542,27.58666610717773,29.9748164453302,-1,29.10943683379257,27.4,-2.002861230329045,13.94315451297799,25.02588287777325,15.928734247613251,26.603069889564093,-0.1341313323436243,-0.0620518858917154,0.0720794464519088,10.68505020845106,0.1146657134777369,3.301805777484145,64.72602393574631,17623489.0,37.65659978628167,-205044347.81352192,17.22346108401714,-108.29049986608096,-2.889786974923941,-0.2418458427176622,1.0586930342674463,29.60442144343625,29.24666659037273,32.35293461671738,-1,30.8423500787917,28.899999618530277,-3.3444816480206807
