,symbol,priceToBook,previousClose,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,bookValue,open,dayLow,dayHigh,recommendationKey,fiftyTwoWeekLow,fiftyTwoWeekHigh,RSI,ADX,CCI,ROC,ATR,OBV,CMF,AD,MFI,MACD,MACD_signal,MACD_Hist,MACDAS,MACDAS_Signal,BB_Middle,BB_Upper,BB_Lower,BB_%B,BB_BWidth,FWMA,VWAP,kama,EMA_200,Supertrend,st_way,Stoch_K,Stoch_D,StochRSI_K,StochRSI_D,Tenkan,Kijun,Senkou_A,Senkou_B,Chikou,CPrice,time,YF%,MACDAS-dif,change,BB_Pot,BB_Opt,TrendWay,Cloud_Position,TK_Cross
0,KCHOL.IS,0.74329907,161.0,325.2,228.15,278.71182,273.0,226.423,163.0,159.7,168.7,none,133.7,232.2,48.692572324858794,12.284488880902046,-32.231024801680896,2.0166855597635713,4.900568724942159,100651636.0,0.0201363765604466,-694722205.8615549,57.496854282034874,-0.06073597952169507,-0.0022745072598570493,-0.058461472261838024,-0.058461472261838024,0.12398097297463895,148.22000122070312,157.02740935322115,139.4125930881851,0.41370876371398657,11.884237026018612,147.05517265521004,146.6000010172526,149.66912881333624,165.21483698844006,139.55341145447355,1,49.87833818198558,52.698985283324966,39.703457379996344,47.582914428101425,140.9499969482422,147.20010509069442,160.96296222592423,159.88812256842,,161.0,2025-07-18 02:34:13.573117,27.71573604060915,-0.18244244523647696,-1.2269938650306789,-2.467447606694939,-13.408327274419186,no-trend,Above_Cloud,Bearish
