,symbol,priceToBook,previousClose,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,bookValue,open,dayLow,dayHigh,recommendationKey,fiftyTwoWeekLow,fiftyTwoWeekHigh,RSI,ADX,CCI,ROC,ATR,OBV,CMF,AD,MFI,MACD,MACD_signal,MACD_Hist,MACDAS,MACDAS_Signal,BB_Middle,BB_Upper,BB_Lower,BB_%B,BB_BWidth,FWMA,VWAP,kama,EMA_200,Supertrend,st_way,Stoch_K,Stoch_D,StochRSI_K,StochRSI_D,Tenkan,Kijun,Senkou_A,Senkou_B,Chikou,CPrice,time,YF%,MACDAS-dif,change,BB_Pot,BB_Opt,TrendWay,Cloud_Position,TK_Cross
0,KCHOL.IS,0.74329907,161.0,325.2,228.15,278.71182,273.0,226.423,163.0,159.7,168.7,none,133.7,232.2,65.14812704097065,17.741106657536772,93.99690622663192,9.285716267375204,5.502994962706111,305986200.0,0.038035247441326775,-686482301.2211787,75.0095509759455,4.643487433062489,3.5698036101686497,1.0736838228938397,1.0736838228938397,1.1459415644671098,155.11499938964843,172.23484601317676,137.9951527661201,0.8850794914245559,22.073747465934392,164.6196767408514,165.56666564941406,158.08941630285614,163.28243071870384,150.2570945039686,1,87.77624797370902,88.32321706533152,83.02899423264284,86.28097356678256,145.79999542236328,147.0999984741211,147.86661338484365,157.8676030870206,,161.0,2025-07-18 02:31:47.918263,27.71573604060915,-0.07225774157327014,-1.2269938650306789,6.978165225575639,-14.28872498998751,no-trend,Above_Cloud,Bearish
