symbol,priceToBook,CPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,bookValue,open,dayLow,dayHigh,recommendationKey,fiftyTwoWeekLow,fiftyTwoWeekHigh,RSI,ADX,CCI,ROC,ATR,OBV,CMF,AD,MFI,MACD,MACD_signal,MACD_Hist,MACDAS,MACDAS_Signal,BB_Middle,BB_Upper,BB_Lower,BB_%B,BB_BWidth,FWMA,VWAP,kama,EMA_200,Supertrend,st_way,Stoch_K,Stoch_D,StochRSI_K,StochRSI_D,Tenkan,Kijun,Senkou_A,Senkou_B,Chikou,time,YF%,MACDAS-dif,change,BB_Pot,BB_Opt,TrendWay,Cloud_Position,TK_Cross
KCHOL.IS,0.74329907,168.3,325.2,228.15,278.71182,273.0,226.423,163.0,159.7,168.7,none,133.7,232.2,46.99080429880871,38.89295513723627,25.8574826319924,8.300654734137105,5.75215893430514,108253530.0,0.07664252321480064,-576674619.5880045,82.86048950662885,4.155075724023021,2.4052594896230715,1.7498162343999497,1.7498162343999497,2.7531885409692225,157.14609069824218,182.67954334524964,131.6126380512347,0.5228249700902499,32.49645286568122,168.0561142432037,161.4645523221308,170.483875600861,,181.68317476067045,-1,74.55324604123147,87.3721168362519,74.90134301721025,89.62055900382705,158.5505518063881,165.7639040398724,179.9756489852435,175.79572274160597,,2025-07-18 02:51:53.037276,35.12690355329951,-1.0033723065692728,3.2515337423312918,8.543994857545822,-21.798789036699528,upper,Below_Cloud,Bearish
