Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,ADX,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,MACDAS,MACDAS_Signal,CCI,ROC,ATR,MFI,FWMA,OBV,CMF,AD,VWAP,kama,Supertrend,Supertrend_direction,EMA_200,Tenkan,Kijun,Senkou_A,Senkou_B,Chikou,Stoch_K,Stoch_D,StochRSI_K,StochRSI_D,BB_Lower,BB_Middle,BB_Upper,BB_BWidth,BB_%B,YF%,MACDAS_dif,change,BB_Pot,BB_Opt,TrendWay,Cloud_Position,TK_Cross,symbol,priceToBook,bookValue,recommendationKey,fiftyTwoWeekLow,fiftyTwoWeekHigh,targetHighPrice,targetLowPrice,targetMeanPrice,analysis_time
2021-08-12 00:00:00+03:00,3.1700000762939453,3.4760000705718994,3.1700000762939453,3.315999984741211,142725415,0.0,0.0,,,,,,,,,,,,,142725415.0,,-6530003.8055151,3.320666710535685,,0.0,1,,,,,,,,,,,,,,,,0.0,,,,,unknown,No_Data,No_Data,KZBGY.IS,0.8575464,14.868,none,5.1,13.6,,,,2025-07-22 01:57:29.338131
2021-08-13 00:00:00+03:00,3.3239998817443848,3.4159998893737793,3.2980000972747803,3.364000082015991,66133275,0.0,0.0,,,,,,,,,,,,,208858690.0,,1316430.1964185042,3.359333356221517,,,1,,,,,,,,,,,,,,,,0.2589840091039002,,1.447530081292392,,,unknown,No_Data,No_Data,KZBGY.IS,0.8575464,14.868,none,5.1,13.6,,,,2025-07-22 01:57:29.338131
2021-08-16 00:00:00+03:00,3.369999885559082,3.700000047683716,3.3440001010894775,3.700000047683716,89379860,0.0,0.0,,,,,,,,,,,,,298238550.0,,90696290.19641845,3.5813333988189697,,,1,,,,,,,,,,,,,,,,2.071868213676556,,9.988108129485095,,,unknown,No_Data,No_Data,KZBGY.IS,0.8575464,14.868,none,5.1,13.6,,,,2025-07-22 01:57:29.338131
2021-08-17 00:00:00+03:00,3.7920000553131104,4.067999839782715,3.7799999713897705,3.9860000610351562,110280610,0.0,0.0,,,,,,,,,,,,,408519160.0,,138178360.2484235,3.944666624069214,,,1,,,,,,,,,,,,,,,,3.614978212756533,,7.729729990962642,,,unknown,No_Data,No_Data,KZBGY.IS,0.8575464,14.868,none,5.1,13.6,,,,2025-07-22 01:57:29.338131
2021-08-18 00:00:00+03:00,4.0,4.300000190734863,3.9200000762939453,4.191999912261963,88024520,0.0,0.0,,,,,,,,,,,,,496543680.0,,176167775.98836157,4.137333393096924,,,1,,,,,,,,,,,,,,,,4.726448196663344,,5.168084497552883,,,unknown,No_Data,No_Data,KZBGY.IS,0.8575464,14.868,none,5.1,13.6,,,,2025-07-22 01:57:29.338131
2021-08-19 00:00:00+03:00,4.191999912261963,4.355999946594238,4.144000053405762,4.308000087738037,58253695,0.0,0.0,,,,,,,,,,,,,554797375.0,,208042503.56721964,4.269333362579346,,,1,,,,,,,,,,,,,,,,5.352325897068216,,2.7671798164108585,,,unknown,No_Data,No_Data,KZBGY.IS,0.8575464,14.868,none,5.1,13.6,,,,2025-07-22 01:57:29.338131
2021-08-20 00:00:00+03:00,4.308000087738037,4.415999889373779,4.191999912261963,4.260000228881836,43792055,0.0,0.0,,,,,,,,,,,,,511005320.0,,190838608.47536463,4.289333343505859,,,1,,,,,,,,,,,,,,,,5.093343174349197,,-1.1142028291230566,,,unknown,No_Data,No_Data,KZBGY.IS,0.8575464,14.868,none,5.1,13.6,,,,2025-07-22 01:57:29.338131
2021-08-23 00:00:00+03:00,4.28000020980835,4.368000030517578,4.21999979019165,4.315999984741211,22036920,0.0,0.0,,,,,,,,,,,,,533042240.0,,197390136.74564064,4.3013332684834795,,,1,,,,,,,,,,,,,,,,5.395489255393091,,1.3145481889815347,,,unknown,No_Data,No_Data,KZBGY.IS,0.8575464,14.868,none,5.1,13.6,,,,2025-07-22 01:57:29.338131
2021-08-24 00:00:00+03:00,4.300000190734863,4.328000068664551,4.239999771118164,4.239999771118164,12585330,0.0,0.0,,,,,,,,,,,,,520456910.0,,184804806.74564067,4.269333203633626,,,1,,,,,,,,,,,,,,,,4.985430919382362,,-1.7608946684832705,,,unknown,No_Data,No_Data,KZBGY.IS,0.8575464,14.868,none,5.1,13.6,,,,2025-07-22 01:57:29.338131
2021-08-25 00:00:00+03:00,4.248000144958496,4.599999904632568,4.196000099182129,4.303999900817871,36203955,0.0,0.0,,,,,,,,,,,,,556660865.0,,167957395.51461533,4.3666666348775225,,,1,,,,,,,,,,,,,,,,5.330742931520896,,1.5094371027012832,,,unknown,No_Data,No_Data,KZBGY.IS,0.8575464,14.868,none,5.1,13.6,,,,2025-07-22 01:57:29.338131
2021-08-26 00:00:00+03:00,4.328000068664551,4.515999794006348,4.303999900817871,4.515999794006348,20894220,0.0,0.0,,,,,,,,,,,,,577555085.0,,188851615.5146153,4.445333162943522,,3.6712656753221173,1,,,,,,,,,,,,,,,,6.474586077363805,,4.92564818944794,,,unknown,No_Data,No_Data,KZBGY.IS,0.8575464,14.868,none,5.1,13.6,,,,2025-07-22 01:57:29.338131
2021-08-27 00:00:00+03:00,4.5279998779296875,4.636000156402588,4.383999824523926,4.611999988555908,19601325,0.0,0.0,,,,,,,,,,,,,597156410.0,,204719333.60616222,4.543999989827474,,3.7687494834593753,1,,,,,,,,,,,,,,,,6.992554095571604,,2.125779427115404,,,unknown,No_Data,No_Data,KZBGY.IS,0.8575464,14.868,none,5.1,13.6,,,,2025-07-22 01:57:29.338131
2021-08-31 00:00:00+03:00,4.619999885559082,4.831999778747559,4.584000110626221,4.751999855041504,12930215,0.0,0.0,,,,,,,,,43.30518326019721,,,,610086625.0,,209307471.2046975,4.722666581471761,,3.966366409464894,1,,,,,,,,,,,,,,,,7.747921870951104,,3.035556522831473,,,unknown,No_Data,No_Data,KZBGY.IS,0.8575464,14.868,none,5.1,13.6,,,,2025-07-22 01:57:29.338131
2021-09-01 00:00:00+03:00,4.760000228881836,4.984000205993652,4.564000129699707,4.607999801635742,19879210,0.0,0.0,,,,,,,,,36.97977673277112,,93.90716879916258,4.583003916314842,590207415.0,,193593397.20212713,4.718666712443034,0.0,3.966366409464894,1,,,,,,,,,,,,,,,,6.970971130024285,,-3.0303042466002794,,,unknown,No_Data,No_Data,KZBGY.IS,0.8575464,14.868,none,5.1,13.6,,,,2025-07-22 01:57:29.338131
2021-09-02 00:00:00+03:00,4.619999885559082,4.656000137329102,4.1479997634887695,4.388000011444092,27483810,0.0,0.0,67.06239148991752,,,,,,,,18.594593375507646,0.2945527519412329,89.44301841802967,4.508916753300789,562723605.0,,192078549.25186834,4.397333304087321,0.6326415634436484,3.966366409464894,1,,,,,,,,,,,,,,,,5.783964625856501,,-4.77430120794613,,,unknown,No_Data,No_Data,KZBGY.IS,0.8575464,14.868,none,5.1,13.6,,,,2025-07-22 01:57:29.338131
2021-09-03 00:00:00+03:00,4.360000133514404,4.71999979019165,4.23199987411499,4.599999904632568,24831480,0.0,0.0,71.97522506080796,,,,,,,,15.403909538274256,0.3151461687869575,88.9656195226522,4.544233178270273,587555085.0,,204697835.51946393,4.517333189646403,1.2705331046838142,3.966366409464894,1,,,,,,,73.50256818991134,,,,,,,,,6.92780777169941,,4.831355802998449,,,unknown,No_Data,No_Data,KZBGY.IS,0.8575464,14.868,none,5.1,13.6,,,,2025-07-22 01:57:29.338131
2021-09-06 00:00:00+03:00,4.644000053405762,4.760000228881836,4.604000091552734,4.656000137329102,7188120,0.0,0.0,73.11593140378889,,,,,,,,11.068707890711014,0.2991890398712459,87.4923112507299,4.5873488828570075,594743205.0,,202301795.51946393,4.673333485921224,1.71534257702114,3.966366409464894,1,,,,,,,71.3309579054649,,,,,,,,,7.229956425513066,,1.217396388207237,,,unknown,No_Data,No_Data,KZBGY.IS,0.8575464,14.868,none,5.1,13.6,,,,2025-07-22 01:57:29.338131
