Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,ADX,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,MACDAS,MACDAS_Signal,CCI,ROC,ATR,MFI,FWMA,OBV,CMF,AD,VWAP,kama,Supertrend,Supertrend_direction,EMA_200,Tenkan,Kijun,Senkou_A,Senkou_B,Chikou,Stoch_K,Stoch_D,StochRSI_K,StochRSI_D,BB_Lower,BB_Middle,BB_Upper,BB_BWidth,BB_%B,YF%,MACDAS_dif,change,BB_Pot,BB_Opt,TrendWay,Cloud_Position,TK_Cross,symbol,priceToBook,bookValue,recommendationKey,fiftyTwoWeekLow,fiftyTwoWeekHigh,targetHighPrice,targetLowPrice,targetMeanPrice,analysis_time
2008-05-15 00:00:00+03:00,2.055821657180786,2.091575043949792,2.0021915770272773,2.055821657180786,157531200,0.0,0.0,,,,,,,,,,,,,157531200.0,,31506239.99999992,2.049862759385952,,0.0,1,,,,,,,,,,,,,,,,1.1711055138456412,,,,,unknown,No_Data,No_Data,TTKOM.IS,1.225298,47.213,none,42.88,62.8,96.1,45.2,67.53455,2025-07-22 01:58:57.014611
2008-05-16 00:00:00+03:00,2.0647597312927246,2.0736980768049755,2.0558213857804732,2.0647597312927246,14947800,0.0,0.0,,,,,,,,,,,,,172479000.0,,31506239.99999992,2.0647597312927246,,,1,,,,,,,,,,,,,,,,1.185743876405879,,0.4347689441211333,,,unknown,No_Data,No_Data,TTKOM.IS,1.225298,47.213,none,42.88,62.8,96.1,45.2,67.53455,2025-07-22 01:58:57.014611
2008-05-20 00:00:00+03:00,2.0379448611240063,2.046883207365941,2.011129822398202,2.0200681686401367,35089500,0.0,0.0,,,,,,,,,,,,,137389500.0,,13961490.00000003,2.02602706613476,,,1,,,,,,,,,,,,,,,,1.1125501112503255,,-2.1644921670671557,,,unknown,No_Data,No_Data,TTKOM.IS,1.225298,47.213,none,42.88,62.8,96.1,45.2,67.53455,2025-07-22 01:58:57.014611
2008-05-21 00:00:00+03:00,1.966438157071102,1.9932531966953044,1.9306847709054986,1.9396231174468994,19147200,0.0,0.0,,,,,,,,,,,,,118242300.0,,284918.5714286305,1.9545203616825677,,,1,,,,,,,,,,,,,,,,0.9808009434994562,,-3.9822938870122893,,,unknown,No_Data,No_Data,TTKOM.IS,1.225298,47.213,none,42.88,62.8,96.1,45.2,67.53455,2025-07-22 01:58:57.014611
2008-05-22 00:00:00+03:00,1.9306847709054986,1.9485614639883002,1.9217464243640978,1.9396231174468994,17318000,0.0,0.0,,,,,,,,,,,,,118242300.0,,6057585.238095107,1.9366436685997659,,,1,,,,,,,,,,,,,,,,0.9808009434994562,,0.0,,,unknown,No_Data,No_Data,TTKOM.IS,1.225298,47.213,none,42.88,62.8,96.1,45.2,67.53455,2025-07-22 01:58:57.014611
2008-05-23 00:00:00+03:00,1.9396230500463356,1.9753764349695335,1.9306847038155364,1.9574997425079346,12900100,0.0,0.0,,,,,,,,,,,,,131142400.0,,8637605.238095041,1.954520293764335,,,1,,,,,,,,,,,,,,,,1.0100784495616777,,0.9216545678505828,,,unknown,No_Data,No_Data,TTKOM.IS,1.225298,47.213,none,42.88,62.8,96.1,45.2,67.53455,2025-07-22 01:58:57.014611
2008-05-26 00:00:00+03:00,1.957499877970025,1.9932532653674138,1.9485615311206776,1.9843149185180664,12598400,0.0,0.0,,,,,,,,,,,,,143740800.0,,16196645.23809493,1.975376571668719,,,1,,,,,,,,,,,,,,,,1.0539950991258829,,1.3698686864590082,,,unknown,No_Data,No_Data,TTKOM.IS,1.225298,47.213,none,42.88,62.8,96.1,45.2,67.53455,2025-07-22 01:58:57.014611
2008-05-27 00:00:00+03:00,1.9932531118392944,2.0111298041610564,1.9753764195175325,1.9932531118392944,9527000,0.0,0.0,,,,,,,,,,,,,153267800.0,,16196645.23809493,1.9932531118392944,,,1,,,,,,,,,,,,,,,,1.0686336569215569,,0.4504422779779027,,,unknown,No_Data,No_Data,TTKOM.IS,1.225298,47.213,none,42.88,62.8,96.1,45.2,67.53455,2025-07-22 01:58:57.014611
2008-05-28 00:00:00+03:00,1.9843147134947896,1.9932530594206093,1.9753763675689697,1.9753763675689697,3836600,0.0,0.0,,,,,,,,,,,,,149431200.0,,12360045.238095025,1.9813352648528495,,,1,,,,,,,,,,,,,,,,1.039355955623899,,-0.8968627297829102,,,unknown,No_Data,No_Data,TTKOM.IS,1.225298,47.213,none,42.88,62.8,96.1,45.2,67.53455,2025-07-22 01:58:57.014611
2008-05-29 00:00:00+03:00,1.966437816619873,1.9843145066076664,1.9574994716259762,1.966437816619873,5729400,0.0,0.0,,,,,,,,,,,,,143701800.0,,10450245.238095151,1.9694172649511719,,,1,,,,,,,,,,,,,,,,1.0247168121219152,,-0.452498627393072,,,unknown,No_Data,No_Data,TTKOM.IS,1.225298,47.213,none,42.88,62.8,96.1,45.2,67.53455,2025-07-22 01:58:57.014611
