Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,ADX,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,MACDAS,MACDAS_Signal,CCI,ROC,ATR,MFI,FWMA,OBV,CMF,AD,VWAP,kama,Supertrend,Supertrend_direction,EMA_200,Tenkan,Kijun,Senkou_A,Senkou_B,Chikou,Stoch_K,Stoch_D,StochRSI_K,StochRSI_D,BB_Lower,BB_Middle,BB_Upper,BB_BWidth,BB_%B,YF%,MACDAS_dif,change,BB_Pot,BB_Opt,TrendWay,Cloud_Position,TK_Cross,symbol,priceToBook,bookValue,recommendationKey,fiftyTwoWeekLow,fiftyTwoWeekHigh,targetHighPrice,targetLowPrice,targetMeanPrice,analysis_time
2023-04-20 00:00:00+03:00,14.886666297912598,14.886666297912598,14.886666297912598,14.886666297912598,328172,0.0,0.0,,,,,,,,,,,,,328172.0,,0.0,14.886666297912598,,0.0,1,,,,,,,,,,,,,,,,0.0,,,,,unknown,No_Data,No_Data,EUPWR.IS,2.5239863,12.924,none,23.3,40.18,,,,2025-07-22 01:56:08.351832
2023-04-24 00:00:00+03:00,16.37333106994629,16.37333106994629,16.37333106994629,16.37333106994629,541454,0.0,0.0,,,,,,,,,,,,,869626.0,,0.0,16.37333106994629,,,1,,,,,,,,,,,,,,,,2.1847723254912332,,9.98655267930706,,,unknown,No_Data,No_Data,EUPWR.IS,2.5239863,12.924,none,23.3,40.18,,,,2025-07-22 01:56:08.351832
2023-04-25 00:00:00+03:00,18.0,18.0,18.0,18.0,1553654,0.0,0.0,,,,,,,,,,,,,2423280.0,,0.0,18.0,,,1,,,,,,,,,,,,,,,,4.575291915362326,,9.934868617171656,,,unknown,No_Data,No_Data,EUPWR.IS,2.5239863,12.924,none,23.3,40.18,,,,2025-07-22 01:56:08.351832
2023-04-26 00:00:00+03:00,19.799999237060547,19.799999237060547,19.799999237060547,19.799999237060547,2547299,0.0,0.0,,,,,,,,,,,,,4970579.0,,0.0,19.799999237060547,,,1,,,,,,,,,,,,,,,,7.220534200652782,,9.999995761447478,,,unknown,No_Data,No_Data,EUPWR.IS,2.5239863,12.924,none,23.3,40.18,,,,2025-07-22 01:56:08.351832
2023-04-27 00:00:00+03:00,21.766666412353516,21.766666412353516,21.766666412353516,21.766666412353516,7189241,0.0,0.0,,,,,,,,,,,,,12159820.0,,0.0,21.766666412353516,,,1,,,,,,,,,,,,,,,,10.110708299655863,,9.932662884207932,,,unknown,No_Data,No_Data,EUPWR.IS,2.5239863,12.924,none,23.3,40.18,,,,2025-07-22 01:56:08.351832
2023-04-28 00:00:00+03:00,23.933332443237305,23.933332443237305,23.933332443237305,23.933332443237305,20392985,0.0,0.0,,,,,,,,,,,,,32552805.0,,0.0,23.933332443237305,,,1,,,,,,,,,,,,,,,,13.294796650913007,,9.95405538835341,,,unknown,No_Data,No_Data,EUPWR.IS,2.5239863,12.924,none,23.3,40.18,,,,2025-07-22 01:56:08.351832
2023-05-02 00:00:00+03:00,26.316665649414062,26.316665649414062,26.233333587646484,26.316665649414062,73281149,0.0,0.0,,,,,,,,,,,,,105833954.0,,73281148.9999998,26.288888295491535,,,1,,,,,,,,,,,,,,,,16.7972946781961,,9.958217109252598,,,unknown,No_Data,No_Data,EUPWR.IS,2.5239863,12.924,none,23.3,40.18,,,,2025-07-22 01:56:08.351832
2023-05-03 00:00:00+03:00,25.66666603088379,28.366666793823242,24.5,26.149999618530273,321521099,0.0,0.0,,,,,,,,,,,,,-215687145.0,,26161605.13109632,26.33888880411784,,,1,,,,,,,,,,,,,,,,16.55236566748425,,-0.6333098315116525,,,unknown,No_Data,No_Data,EUPWR.IS,2.5239863,12.924,none,23.3,40.18,,,,2025-07-22 01:56:08.351832
2023-05-04 00:00:00+03:00,25.94999885559082,27.600000381469727,25.716665267944336,25.91666603088379,147708779,0.0,0.0,,,,,,,,,,,,,-363395924.0,,-90175307.7780559,26.411110560099285,,,1,,,,,,,,,,,,,,,,16.209463370687196,,-0.8922890671139494,,,unknown,No_Data,No_Data,EUPWR.IS,2.5239863,12.924,none,23.3,40.18,,,,2025-07-22 01:56:08.351832
2023-05-05 00:00:00+03:00,25.966665267944336,26.066665649414062,23.333332061767578,23.333332061767578,97398059,0.0,0.0,,,,,,,,,,,,,-460793983.0,,-187573366.7780559,24.24444325764974,,,1,,,,,,,,,,,,,,,,12.413048288149264,,-9.96784835687492,,,unknown,No_Data,No_Data,EUPWR.IS,2.5239863,12.924,none,23.3,40.18,,,,2025-07-22 01:56:08.351832
