symbol,priceToBook,bookValue,recommendationKey,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,fiftyTwoWeekHigh,fiftyTwoWeekLow,start_price,start_RSI,start_ADX,start_MACD,start_MFI,start_Stoch_K,start_BB_B,current_price,current_RSI,current_ADX,current_MACD,current_MFI,current_Stoch_K,current_BB_B,current_CCI,current_ROC,current_ATR,current_OBV,current_CMF,current_AD,current_FWMA,current_VWAP,current_kama,current_Supertrend,current_st_direction,current_StochRSI_K,current_BB_Upper,current_BB_Lower,current_BB_BWidth,current_MACDAS,current_MACDAS_Signal,period_high,period_low,period_volume_avg,period_volatility,price_change_pct,rsi_change,adx_change,macd_change,mfi_change,stoch_change,bb_b_change,YF_pct,MACDAS_diff,BB_potential,BB_downside,trend_direction
KRDMD.IS,0.48937255,45.119,none,48.40559,35.403442,41.579857,40.88628,34.060001373291016,21.979999542236328,23.81999969482422,35.39068854398956,46.01371907246837,-1.6573559107329139,28.716797354436803,14.603888583853488,0.24700448679093043,22.040000915527344,33.563161626415095,35.00980362663409,-0.8457402541740251,32.814592147575524,3.493089105361993,0.008648970133132148,-164.97226551621273,-10.479284466939072,0.7820539210558982,90443830.0,-0.26945273678510073,-449059767.36451256,22.54087254290165,22.18000030517578,23.050415750161275,24.46996864800695,-1,0.49901872836354705,25.118860339615544,22.013139629866878,13.178819959940572,-0.009291025050796486,0.11665984668924954,25.399999618530273,21.979999542236328,49158789.75,0.7966005539561016,-7.472706977757204,-1.8275269175744668,-11.00391544583428,0.8116156565588888,4.097794793138721,-11.110799478491495,-0.23835551665779828,0.49670003473647645,-0.12595087174004604,13.969416044439086,-0.12187515673622862,downtrend
BRSAN.IS,1.4326106,224.939,none,,,,,429.75,320.25,361.75,44.05637270984557,13.679639024890925,-1.2795997851390553,59.47621177899267,15.087719298245615,0.16978444965874345,330.75,31.450539119875913,10.594416562474906,-9.706392320064424,33.48825061756467,8.392251480312508,0.024422371886723766,-187.8198898607058,-9.134615384615385,12.796943837966756,5107410.0,-0.4071451372803753,-13162969.571715856,334.1447768762677,328.0,292.64105258425394,362.40109441825666,-1,2.024264250086252,371.6232099473928,329.7267900526072,11.947364338714078,-2.185281289038045,-1.6311839514257822,372.5,320.25,525525.75,10.746204960479377,-8.56945404284727,-12.605833589969656,-3.0852224624160183,-8.426792534925369,-25.987961161428004,-6.695467817933107,-0.14536207777201968,9.58904109589041,-0.5540973376122627,12.35773543383003,-0.30936052831225247,sideways
ARCLK.IS,0.8987596,117.384,none,340.0,132.0,205.03539,195.0,152.39999389648438,104.30000305175781,112.80000305175781,25.935239302695464,31.13922413392072,-6.301069135244035,12.931328488827212,0.5949411717562303,0.04942701656246598,105.4000015258789,31.23118601666071,29.99858858275212,-4.660601901947189,22.037318807228544,5.5444913843381896,0.07525700968813254,-142.9379997816484,-12.964489798566971,3.707369222338248,-16927584.0,-0.2237363184906027,-17721081.985915843,107.32971727630428,105.96666717529297,111.62451102828541,116.77449892918565,-1,5.8430895632696505,123.45972774119001,103.93027317433733,17.177056588436038,-0.48479137301986786,0.009237416898072934,124.0,104.30000305175781,2314693.6,5.009199403405426,-6.560284863186972,5.295946713965247,-1.1406355511686002,1.640467233296846,9.105990318401332,4.9495502125819595,0.025829993125666556,2.2868995498814986,-0.4940287899179408,17.134464851859498,-1.3944291558484645,downtrend
HEKTS.IS,1.7575406,1.724,none,4.3,4.3,4.3,4.3,3.799999952316284,2.950000047683716,3.0999999046325684,40.545508844180524,17.706120979072143,-0.07636317585983665,40.03998445538056,7.569459214520756,0.18463878366120923,3.0899999141693115,46.55362551099695,15.088111497693472,-0.04376182157713515,45.61109389742494,17.58967695164232,0.44392475417921157,-64.03903042186582,-4.629632559441836,0.09133757636603775,147946322.0,-0.0834128092764673,-920876364.969882,3.0543204480687693,3.0433332920074463,2.7527120775905387,3.268661779685929,-1,17.74007902021345,3.273457607804907,2.9435423759826294,10.613325806099994,-0.004967610045117803,0.003444175921448799,3.2799999713897705,2.950000047683716,70928297.35,0.08462147146820617,-0.3225803474481759,6.008116666816427,-2.618009481378671,0.0326013542827015,5.571109442044374,10.020217737121566,0.25928597051800234,16.47057437566582,-0.008411785966566603,5.937142353769764,-4.739726286563817,sideways
MIATK.IS,2.8235295,10.625,none,,,,,48.5,30.799999237060547,34.84000015258789,38.57565626812939,22.501951289195297,-1.6318177010074706,39.46620655259628,14.137494568325181,0.17595571242321337,30.84000015258789,30.95879533741995,23.46149586150786,-1.6705507128905097,26.25203073905081,1.9678897288513182,0.05104432784314273,-158.91905348857446,-9.771796731324557,1.3927869470032916,70277342.0,-0.5647144556245307,-273366478.79455245,31.32215015303049,30.986666361490887,32.40937899112978,34.76686933554204,-1,0.31586647860774114,36.130579819750444,30.555419859814982,16.720630977191025,-0.07719840024969593,-0.06453321224771733,37.0,30.799999237060547,11127869.45,1.4299983570764638,-11.48105620689236,-7.616860930709443,0.9595445723125628,-0.038733011883039126,-13.214175813545474,-12.169604839473863,-0.12491138458007064,0.22599386329461812,-0.012665188001978606,17.154927499955285,-0.9227635906773113,downtrend
ZOREN.IS,0.248103,11.729,none,5.4,4.55,4.975,4.975,4.150000095367432,2.950000047683716,3.25,37.62711061324721,40.78384644578592,-0.11343131161826037,49.54711667393766,9.424596103167286,0.16351204749623083,2.990000009536743,28.57194508880958,24.92808367235714,-0.09446791250157194,48.25772035097984,3.934159284300318,-0.022533268224086654,-197.08789328308345,-11.011901699732936,0.08581242277845556,-21570139.0,-0.2191345903849476,-687145430.807474,3.044016220990349,2.9833333492279053,2.9982907702486266,3.2263993870827328,-1,0.0,3.4557366578419617,3.0002633125941345,14.110078913679441,-0.02285005892930686,-0.003752811769888564,3.4800000190734863,2.950000047683716,42312902.2,0.11682644804402048,-7.999999706561745,-9.05516552443763,-15.85576277342878,0.01896339911668843,-1.2893963229578205,-5.490436818866968,-0.1860453157203175,3.3333300219643105,-0.019097247159418296,15.57647648226521,0.343254281761074,downtrend
SMRTG.IS,4.5700746,5.908,none,,,,,38.68000030517578,27.34000015258789,30.399999618530273,34.22205735584415,18.261364283128184,-1.1362337959517603,58.7189569637583,3.5797262913557546,0.06086609868648629,27.959999084472656,30.54603401729134,13.04368225913013,-0.9376154899654487,53.73787873688046,8.500669330546218,-0.02349962883716936,-211.93623944918141,-9.922686018717087,1.106864621553894,-13091193.0,-0.3453057702208694,-45794665.33918733,28.45817393947083,27.946666717529297,28.87508658312366,31.234437158272343,-1,6.539984365514294,31.803748004835633,28.048251850205872,12.549275425133263,-0.13227090992494073,-0.00019841152670221907,31.84000015258789,27.34000015258789,2374063.5,0.9632644389972256,-8.02631764695918,-3.6760233385528096,-5.217682023998055,0.19861830598631158,-4.981078226877841,4.920943039190464,-0.08436572752365565,5.467362641465893,-0.1320724983982385,13.747314185348337,0.315639372757448,sideways
MAVI.IS,2.3570595,12.855,none,69.0,55.0,62.11143,63.5,37.48017481271255,29.834605268445035,31.701379776000977,46.70798749231753,23.543857895734448,-0.6159479598085866,40.96488768308019,31.901794479356166,0.4250045263225472,30.579999923706055,34.40314002299788,17.30533736705856,-0.33832054320532734,34.74231632090485,3.124213125011771,0.04539592321123719,-120.2031830697942,-10.961694494503389,1.0439842939004944,83897221.0,-0.1444624536681389,-35589126.16120591,31.150058932043233,30.960000356038407,27.872119576265913,34.120036582757834,-1,0.0,34.53997506674976,30.3916844410017,12.777405220184901,-0.25697206040711834,-0.05503235380088841,35.17444614100017,30.260000228881836,8938719.2,1.0640140950438224,-3.53732190907301,-12.304847469319647,-6.238520528675888,0.2776274166032593,-6.222571362175344,-28.777581354344395,-0.37960860311131,9.749367276632793,-0.20193970660622992,12.949559035066827,-0.6158125676068771,sideways
TTRAK.IS,3.9839928,140.437,none,943.0,700.0,829.7143,830.0,815.5347210893008,556.5,609.5,29.739789471388644,30.558137966147385,-32.613442830528925,15.191879622494595,3.154557074300378,0.20840107234413177,559.0,28.385399637475285,26.397053170935184,-23.28665640785107,33.722452547024474,2.8913630229419702,0.04124709925994568,-149.93252361673407,-9.838709677419354,16.634915793411547,1627577.0,-0.19433105624297548,-826942.7083811468,569.0060851926978,560.5,602.4388053834531,606.5396722918857,-1,8.19469977349912,636.2744727012652,555.6755272987349,13.523880263858427,-1.1176479424769852,1.0870031974644636,632.5,556.5,187069.45,20.673193295972244,-8.285479901558656,-1.354389833913359,-4.161084795212201,9.326786422677856,18.530572924529878,-0.2631940513584077,-0.16715397308418609,0.9651215827310421,-2.204651139941449,13.823698157650298,-0.5947178356467075,downtrend
EGPRO.IS,1.5264311,12.788,none,,,,,26.91295058621716,19.989999771118164,22.55449867248535,45.35357722853642,18.61602405948249,-0.3655558031154449,62.737038413383324,18.18181514373044,0.30631069379472003,20.079999923706055,31.477950482791968,28.52552360098261,-0.7295379209322874,25.193897197264477,11.352351409819248,0.08823134895864582,-133.11788056315564,-7.774477005298124,0.632735184600078,-4934990.0,-0.35998280909420177,-9837712.51282119,20.35013058025987,20.149999618530273,19.534505621836455,22.013641242418586,-1,22.528476378870007,23.252513858317037,19.77299750185142,16.174201056384575,-0.09511091208867661,-0.08626667714072231,23.082204844841296,19.989999771118164,1180803.3,0.8924771143650112,-10.971198184058883,-13.875626745744455,9.909499541500118,-0.36398211781684253,-37.54314121611885,-6.829463733911192,-0.21807934483607422,1.300025884794671,-0.008844234947954305,15.799372244347353,-1.5288965289894874,downtrend
