,symbol,MACDAS-dif,MACDAS,MACDAS_Signal,BB_BWidth,BB_%B,YF%,MFI,OBV,RSI,AD,ADX,CCI,ROC,CMF,ATR,FWMA,VWAP,CPrice,change
10,AKCNS.IS,-0.04688667626606119,0.3093413764966604,0.35622805276272157,8.156986026252179,0.2469426060811483,62.38698010849908,50.54813599000445,19166387.0,44.76979898864248,8085592.758484244,20.96801345181414,-5.174964665195963,-4.69208211143695,-0.24309340749735264,7.801412354129637,165.49574070866646,166.36666870117188,162.5,-6.609195402298851
11,AKENR.IS,-0.009400131360831773,0.03076786914855989,0.04016800050939166,11.204838581407131,0.055040772216953415,2.88944723618091,31.397482691466422,-322430429.0,31.193575372777442,-1088613533.893191,28.011584062448875,-168.9184639025744,-5.102040717026833,-0.1615558868648793,0.4181372955023677,9.383499193868579,9.196666717529297,9.3,0.0
12,AKFGY.IS,0.001750418485894222,-0.0007861491689366996,-0.0025365676548309217,8.054245066373305,0.4479419784633843,30.555555555555543,56.65517571128831,942449265.0,49.05548305813464,-2345825976.8061137,22.895261881495784,-39.44316737800372,0.0,-0.328637007960366,0.05587363604438588,1.8850405583758867,1.8933333158493042,1.9,0.5291005291005346
13,AKFYE.IS,-0.04485426368054496,0.07617848066789767,0.12103274434844263,19.288214500272066,0.7983545099993778,35.33507397737164,66.66748320230309,-8006169.0,59.469348301179174,-202305480.4785061,21.566861388100847,68.1786446357129,6.2354295124634564,0.1008508069559026,0.6822950798169602,17.842433970066402,18.03999964396159,18.23,3.579545454545441
14,AKGRT.IS,0.00041470884076614395,0.02194242235611818,0.021527713515352036,8.977092046913855,0.3966433393990446,53.54330708661419,60.254366128828174,-19186332.0,46.168213927482924,-630392498.327732,13.846076108414135,-48.7874212238166,3.6918140990261423,-0.10848500904904719,0.2852183946211605,6.502221058638536,6.446666717529297,6.46,0.31055900621117516
15,AKMGY.IS,-1.6176910905535977,-2.3817154946914267,-0.764024404137829,16.752846493687127,0.030725733456087433,13.87096774193549,45.1527116187063,-107897.0,37.75354884505504,-471649.73806401546,15.759824652313608,-132.43932038398157,-12.492434085916738,0.04682421251450437,10.332206946028082,208.03852644605035,201.36666870117188,200.0,-2.9126213592232997
16,AKSEN.IS,-0.02690404752355799,-0.00751372314987564,0.01939032437368235,9.161879561859594,0.1420896991164965,13.231850117096009,33.01128771958282,115415124.0,40.417365344619085,-41974143.998988636,42.31718715003379,-138.59203368957827,-4.226185218546968,-0.14414648142570022,1.2295087545713388,32.32507125939607,32.073333740234375,32.18,0.8145363408521344
17,AKSGY.IS,-0.002404403249930437,-0.03607174094710669,-0.03366733769717625,14.466852615546182,0.13646745260479773,60.22226666666667,27.974840167960384,95306573.0,33.71652108919132,139385441.28189763,27.93730207538863,-124.97413490322442,-7.533231218338664,0.13754735768085638,0.17908668555793023,6.289624886870627,6.2466667493184405,6.26,-0.6349206349206327
18,AKSUE.IS,0.011935131780324222,0.0059217851742425776,-0.006013346606081644,34.57003736946268,0.9029207959309943,59499.99999999069,79.39469232951878,36954606.0,73.81765348758421,-9060379.957320781,41.14801120521836,113.6144140432803,8.630951310952137,0.4240260081618851,1.1243475217091363,21.047545512356088,21.486666361490887,21.9,4.2857142857142705
19,AKYHO.IS,-0.013296343973549785,-0.018199312383195068,-0.004902968409645283,29.643416766848418,0.4606536806221688,10.211706102117066,39.54291698126436,237226714.0,47.22451094661934,-327685653.2564741,17.297528046671598,-23.82638372036723,10.652918681651807,0.16157242023405738,0.24573782610219325,3.2369878700732215,3.1833333174387612,3.22,1.8987341772152
20,ALARK.IS,-0.2667948755936784,-0.47161321700730996,-0.20481834141363153,12.798767738887891,0.5679912574564239,81.54121863799286,44.91062059244912,102159576.0,57.44595291661692,-207695398.38482305,14.015638932770775,49.43370315680306,-3.141943811234734,-0.04010602106562952,4.439832040877676,97.65370169711161,98.89999898274739,97.9,-1.9529293940911296
21,ALBRK.IS,0.020671208752431343,0.06886339022824653,0.048192181475815186,15.031674126290694,0.7227479249054929,119.85815602836875,61.692715218361386,772173538.0,50.570201328036894,252329136.7575506,20.5519651554476,64.421391958355,9.588722265142163,0.16116082764762518,0.2716751097696663,6.326760407635454,6.266666730244954,6.3,0.6389776357827559
