,symbol,time,StochRSI_K,StochRSI_D,MACDAS-dif,MACDAS,MACDAS_Signal,BB_BWidth,BB_%B,YF%,MFI,RSI,ADX,CCI,ROC,CMF,ATR,FWMA,VWAP,Supertrend,st_way,kama,Tenkan,Kijun,Senkou_A,Senkou_B,Cloud_Position,TK_Cross,CPrice,change
0,A1CAP.IS,2025-07-03 23:25:46.374130,36.004760371017774,31.120857049534877,-0.0037656505874891742,0.010141984458760023,0.013907635046249197,30.476492156945316,0.8745355799677238,94.04990403071017,61.70382583343873,66.74069252386818,42.28584219833934,113.63738255848166,9.677424500497404,-0.08781238271514366,0.6050716074578393,8.915801403730443,9.100000063578287,7.194020467080157,1,7.968180597370233,7.130000114440918,6.460000038146973,4.9750001430511475,5.005000114440918,Above_Cloud,Bullish,9.18,4.081632653061207
1,ACSEL.IS,2025-07-03 23:25:46.374130,96.08122946487443,91.9467227701856,0.41068018963963143,0.7476879271450492,0.33700773750541774,11.244817651043068,0.6704366282439008,16.493055555555557,63.302130341692695,52.29170966647442,13.597965166064077,54.436456741405685,2.9116481629589672,0.09072722486261114,3.585191310036247,101.38164204564588,102.36666615804036,106.87622245465812,-1,102.26437913320201,107.95000076293945,117.39999771118164,108.76249885559082,109.0,Below_Cloud,Bearish,102.5,1.2845849802371578
2,ADESE.IS,2025-07-03 23:25:46.374130,6.087976528108837,4.79775748728364,-0.14504329604079544,-0.09920286139502732,0.04584043464576811,65.80525929988029,0.7389876145991644,93.16546762589928,65.17224922860981,71.21004809313412,60.19108093358026,62.29514158202187,17.71995488541254,0.10677436903164457,0.641044457811929,9.267383278504347,9.363333384195963,7.697324538729752,1,8.947280890778368,3.2300000190734863,2.9100000262260437,1.912500023841858,1.9950000047683716,Above_Cloud,Bullish,9.5,6.263982102908283
3,ADGYO.IS,2025-07-03 23:25:46.374130,23.453412601601812,39.86722399455001,-0.2247674997912017,0.07279497374333732,0.297562473534539,26.27191890462539,0.7195743747835279,70.32040472175377,66.5493731357617,63.11844168060491,30.226536240908747,56.18000465144808,7.040505431962791,-0.0009246357779420301,1.459675029976438,34.20799235833344,34.14666620890299,30.47471942650749,1,33.49775892796854,28.280000686645508,29.899999618530273,30.12999963760376,29.149999618530273,Above_Cloud,Bearish,34.36,2.261904761904754
4,AEFES.IS,2025-07-03 23:25:46.374130,99.26993952470076,99.51329301646717,0.15212572681394956,0.3068669363566128,0.1547412095426632,19.697448639000175,1.139332244188834,16.429608127721323,67.43773534824706,67.62232812240629,22.6013990018419,218.92708924011436,18.23529024025159,0.05717174254083739,0.5663502665120347,15.391318310588659,15.926666577657064,14.087450962508253,1,14.772460668496914,16.138858860035725,15.92069885111055,16.590051853087243,16.947039870158022,Below_Cloud,Bullish,16.08,3.943115707821576
5,AFYON.IS,2025-07-03 23:25:46.374130,100.0,95.53694454503204,0.11571635590070711,0.1838747326236155,0.06815837672290839,16.01961592597763,0.9947477319011417,32.14285714285715,73.55662178752014,61.965961173171706,26.78145981679746,154.12048178980606,8.54632312861227,0.22183139631044366,0.40514414657942044,13.189178339124451,13.553333600362143,12.267602059359836,1,12.90066366019587,13.554999828338623,13.71500015258789,13.841897635719544,13.73904319611152,Below_Cloud,Bearish,13.59,0.6666666666666599
6,AGESA.IS,2025-07-03 23:25:46.374130,58.77247052175547,66.13225499298436,0.12411516514294435,0.5460503241069605,0.4219351589640162,14.809644872351791,0.817582611120802,90.94229364499637,74.69800966028014,60.38061076958998,25.783213671196204,111.20154369134599,1.4915713990122952,0.35887296714690736,5.721501895323975,155.02799054623617,155.83333333333334,138.87433847660478,1,147.28226222765937,145.0,138.5999984741211,133.5,140.54999923706055,Above_Cloud,Bullish,156.5,1.2944983818770295
7,AGHOL.IS,2025-07-03 23:25:46.374130,100.0,94.51339525890552,2.3908649167972005,4.226649706058543,1.8357847892613428,15.254113595864885,1.0575169914232416,15.58441558441558,71.99295579292314,62.15858589546603,24.09169822567336,182.544604285115,12.103981893233966,0.06422445193070031,9.295762690460426,267.98017279758415,277.4166666666667,249.0289756937333,1,259.1837608886965,288.625,284.25,296.875,307.75,Below_Cloud,Bullish,276.0,0.363636363636366
8,AHGAZ.IS,2025-07-03 23:25:46.374130,19.894691872045854,18.78427716122869,-0.07428881299345025,-0.23675123692725797,-0.16246242393380772,9.566848957348629,0.49400884710388027,88.81844380403456,58.49055641730414,58.89017631246626,32.35791100429774,-2.13636788034703e-05,-2.5157274618808523,-0.06709781011773952,1.0978060110191568,27.7725759858292,27.886666615804035,25.842045760453217,1,27.933477924687264,24.460000038146973,24.039999961853027,21.607500076293945,20.05500030517578,Above_Cloud,Bullish,27.9,0.3597122302158251
9,AKBNK.IS,2025-07-03 23:25:46.374130,96.95471981761928,97.22229670889703,0.31546166228680017,0.9492604130156375,0.6337987507288373,26.928041272997145,0.9777742946258806,75.39893617021275,73.34914932865333,78.5938272062497,25.67101770169223,190.10316767040698,17.406151609613506,0.12978192166474456,2.3854125400437054,67.578500012597,69.75000254313152,62.66669845619975,1,63.5081787861888,52.39999961853027,51.19000053405762,56.20930063989176,61.31860280566242,Above_Cloud,Bullish,68.8,-2.6874115983026914
10,AKCNS.IS,2025-07-03 23:25:46.374130,100.0,85.80093858556505,1.4605094953973305,1.644696187651097,0.18418669225376652,24.17590654556058,0.643622104706234,20.063025210084025,58.62617778482395,53.289945470683264,26.386711286048662,45.52318569149286,4.96296070240162,-0.0673805239230586,5.788693227174065,138.12849906008336,142.06666564941406,124.68729753201376,1,138.16964695928422,151.25,158.3000030517578,168.91030813422617,183.36889012013148,Below_Cloud,Bearish,141.7,-0.14094432699085502
11,AKENR.IS,2025-07-03 23:25:46.374130,84.72224399754076,72.37761442623342,0.09126409663684387,0.08702529188781122,-0.004238804749032654,17.949178376392684,0.9951541544634708,51.8910741301059,76.38249117570243,64.17387467868997,21.336127231119246,116.33134810501012,10.341731870861176,0.024624831129295276,0.6333299643970153,11.585558021769803,11.913333574930826,9.86660524148164,1,10.999577966040103,12.574999809265137,11.414999961853027,10.132499933242798,11.735000133514404,Above_Cloud,Bullish,12.27,9.066666666666666
