,symbol,time,StochRSI_K,StochRSI_D,MACDAS-dif,MACDAS,MACDAS_Signal,BB_BWidth,BB_%B,YF%,MFI,RSI,ADX,CCI,ROC,CMF,ATR,FWMA,VWAP,Supertrend,st_way,kama,Tenkan,Kijun,Senkou_A,Senkou_B,Cloud_Position,TK_Cross,CPrice,change,EMA_200
0,MGROS.IS,2025-07-09 02:24:10.494090,70.48476560635945,82.83940813298133,-0.19612780835336086,2.615029963330585,2.8111577716839458,14.74218612821914,0.464356240476556,39.90147783251231,52.71396926430489,46.165854440418045,20.984617888843804,24.62674795163743,4.824561403508772,0.04617351839223991,14.839253335017045,491.50202839756594,486.0,464.46703605267703,1,482.1618397400708,503.7055182934709,500.24587903799215,483.6655383948604,517.1344164186655,Below_Cloud,Bullish,478.0,-4.7808764940239,495.2752281943158
1,KCHOL.IS,2025-07-09 02:24:10.494090,71.2863117863459,85.47029808111044,0.07266785694538536,1.1878596360456348,1.1151917791002495,17.830452269417634,0.6820488712764486,20.927936821322817,70.0075167971679,55.265662194878026,16.93600156275814,67.61727147108435,6.09588623046875,-0.035993314425992476,5.210954321672229,157.00354610543704,155.96666463216147,146.93819539692373,1,152.36255200376502,151.0999984741211,147.0999984741211,151.9338015435103,157.8676030870206,No_Data,Bullish,154.9,-2.1478205938092243,162.94581492428074
2,THYAO.IS,2025-07-09 02:24:10.494090,84.22141708517556,93.10427858511495,-0.01760079475489773,2.802636214599555,2.820237009354453,19.97662702067986,0.6334015147011304,34.66223698781839,67.59583892385386,51.15985191599475,20.82579053519522,56.20209734504094,9.250243427458617,-0.017643693578332217,8.312800554321761,285.4660243407708,283.5833333333333,268.85693910521286,1,281.6551627745953,281.650779116186,295.09796721552544,309.03862071629237,306.81798757617287,Below_Cloud,Bearish,280.5,-3.025064822817636,288.6139253283132
3,KRDMD.IS,2025-07-09 02:24:10.494090,80.58611637908227,91.64614828054052,0.012369755272763905,0.33522597738083876,0.32285622210807485,24.631489250723984,0.698213880182431,26.97674418604651,77.35569791580332,54.90451337392859,23.53190298052981,85.6718398695337,7.786521136359237,-0.09551391068380007,0.9106255795732497,25.214076715357166,25.086666742960613,23.31567446922726,1,24.529907390513884,23.449999809265137,23.90999984741211,27.15000009536743,29.010000228881836,Below_Cloud,Bearish,24.64,-4.86486486486486,25.74071629486751
4,CCOLA.IS,2025-07-09 02:24:10.494090,77.6596199305005,89.68124383079316,0.07375620533930921,0.4102140328571509,0.3364578275178417,16.367881874489793,0.5688630096413703,0.7813408366858124,67.90217662737118,48.79580350804509,16.7972039821917,46.16087848396132,6.749783660254471,-0.06467768906922239,1.7209125505602711,50.85641023740324,50.336666107177734,47.38872894769275,1,50.28550647949932,51.042942029293656,51.45911799795857,52.80312699936367,52.94266912719043,Below_Cloud,Bearish,49.66,-3.572815533980589,93.89876487604064
5,BRSAN.IS,2025-07-09 02:24:10.494090,86.22707951158309,93.6555823923711,0.5604383784486289,3.3247434350682132,2.7643050566195844,14.36384819135082,0.6181833070543044,9.046052631578947,71.08555462575076,48.37962614791001,14.424354941084633,41.26044568245134,5.605199025182778,-0.03597755765254317,11.31419030522984,328.4642494929006,325.6666666666667,302.1001122344236,1,322.49552578809573,346.25,379.0,379.5625,378.625,Below_Cloud,Bearish,325.0,-0.5355776587605221,389.7435205819585
6,ZOREN.IS,2025-07-09 02:24:10.494090,76.02374444701157,88.03334358313752,-0.0010664136849049474,0.026480828597459545,0.027547242282364492,13.64368204951471,0.5812462668670032,6.382978723404255,70.98674901518442,47.27647565711632,23.13280868001775,38.3657066291142,5.244758771657432,-0.03297217352565309,0.08050346174884963,3.057849898783237,3.0299999713897705,2.919935558830907,1,3.0230452343818013,3.2450000047683716,3.2450000047683716,3.5200000405311584,3.640000104904175,Below_Cloud,No_Data,3.01,-1.6339869281045805,3.811497898799858
7,TTRAK.IS,2025-07-09 02:24:10.494090,73.8868818877209,87.39529312908701,-0.1289417432839315,3.953279801461563,4.082221544745495,11.261049792062234,0.4930917537554583,8.408408408408409,51.104008238032755,46.32664800639906,18.137222395162688,24.692835487474486,2.9385574354407837,-0.02158280349437102,15.914637994360026,588.3904665314401,583.8333333333334,558.4554459347593,1,585.8404549267185,597.5,622.25,710.1336802723251,705.2447068657978,Below_Cloud,Bearish,578.0,-2.3648648648648685,644.1123974436239
8,AEFES.IS,2025-07-09 02:24:10.494090,76.73822150292402,88.88730644774694,0.014178724650923624,0.1892296203992478,0.17505089574832416,23.71500542199691,0.7179384552167826,11.262699564586354,70.84793769814236,56.25483333584341,20.5708347049976,79.44498615910719,12.852894036651843,-0.06472240186575351,0.5626859112999713,15.44663276150067,15.309999783833822,14.256770654073286,1,15.091953269317273,14.501227302310369,14.71198810375481,15.286997130521835,15.660408851528121,Below_Cloud,Bearish,15.19,-2.7528809218950068,16.93876540324034
9,FROTO.IS,2025-07-09 02:24:10.494090,88.15915619472257,91.1254816596723,0.12831500920880168,1.1304825104506668,1.0021675012418652,18.774083762625985,0.8562010063838267,41.358936484490386,74.79982379420613,60.646943270403526,20.09582360353755,113.13275649018453,10.998202965239603,0.13656046622233592,3.171775383590884,92.50076053302138,92.85000101725261,83.696791226107,1,89.8029231328521,90.6500015258789,92.32500076293945,98.89999961853027,98.55000305175781,Below_Cloud,Bearish,92.85,-0.428954423592498,93.02444205147299
