,symbol,Stoch_K,Stoch_D,StochRSI_K,StochRSI_D,Supertrend,st_way,kama,MACDAS-dif,MACDAS,MACDAS_Signal,BB_BWidth,BB_%B,YF%,MFI,OBV,RSI,AD,ADX,CCI,ROC,CMF,ATR,FWMA,VWAP,CPrice,change
60,KLAY-USD,72.9136778551351,76.46466929667928,67.57142270471239,74.52737775706534,0.10188154518809661,1,0.11295453824228624,-0.00018958699404313236,0.0014814487643208451,0.0016710357583639775,26.54213821528937,0.7737826539684605,,63.653854793629854,-408971280.0,59.05527170587551,-19583152.476766855,22.92016304111637,70.03922251372921,14.760909121058518,0.20906415034163947,0.005384179201899079,0.11473188012777913,0.1130202387770017,,
61,FTT-USD,70.64421195794385,74.36162094710797,81.05251494930278,90.56725975830993,0.8065751044184175,1,0.8874537521141747,0.007191059393237959,0.03226502122258508,0.02507396182934712,31.074157335204863,0.7288663702633157,,68.95270101409746,1115001938.0,49.11035778596309,-1303923823.7293894,33.41854454005036,72.80137547989122,15.55768198880677,-0.06129838550171568,0.07268576361494879,0.9560944908893616,0.9504863818486532,,
62,MINA-USD,77.1286691466642,84.8468248367317,81.80013550238955,90.5171235605899,0.2155955129705018,1,0.22901259774011487,0.00025914341310312623,0.005782212421796582,0.005523069008693456,31.326194770422838,0.8084947333693003,,71.58499202534982,815910327.0,55.746251397381066,682464905.1984142,25.608616077821146,92.67903427449045,22.53847899347197,0.16374857646063148,0.013973533075934824,0.2434038625346236,0.2420619229475657,,
63,GLMR-USD,83.94651198425174,88.5175219424291,88.06236474739036,93.13909130763379,0.06957615638105162,1,0.07427121769773858,-1.4321912952109609e-05,0.0025226977699035584,0.002537019682855668,41.10401726909826,0.8547352602639976,,66.49128843889261,369011818.0,60.069195709851606,11978318.670956783,29.83705852694444,111.71663480868077,30.698044883306824,0.04110738534635363,0.004751266120300397,0.08134991006120948,0.08175658186276753,,
64,DYDX-USD,81.71581544158079,87.01536850765892,81.13741160503126,89.82970670181778,0.5653851120253524,1,0.6337310055736541,0.0007532573433790841,0.012136730547037598,0.011383473203658514,29.200965570134223,0.8497760888804388,,63.01884367043749,995527880.0,58.15662564105246,850547480.7087466,20.13363805005675,97.56263275752494,20.2196588444718,0.2610370455216669,0.03749073728507713,0.6513635487150227,0.6477168003718058,,
65,MKR-USD,82.13166389093568,85.05506208697122,75.77316553449714,82.8211215657865,1274.5068243725996,1,1400.633666847412,0.8159968193125184,12.327452142556481,11.511455323243963,20.04424682852738,0.8624447223292167,,53.32405709457234,-2810178900.0,59.89648333207637,-824116295.0053406,20.754101596219044,105.76533614662542,12.594961033541848,0.1150908851818021,81.88600344247747,1494.4483656196517,1491.8880615234375,,
66,ZRX-USD,80.88853481361468,87.46257328449185,73.07231640272899,86.04273379225015,0.23882683619108527,1,0.2620091863808447,-0.0009176415342903544,0.0034397359717462895,0.004357377506036644,27.13995382104699,0.7802387431642109,,72.03089999691058,3439779567.0,58.75879404187022,306632932.1665718,21.54197044841663,75.6881901305749,14.302368345143943,0.18239419463867354,0.015099910427122562,0.2731314289702847,0.27012879649798077,,
67,BAND-USD,89.06954894867575,91.97417714138551,83.97424834417,91.19308475362261,0.7312102180924696,1,0.7894178116196443,0.002316366675281522,0.022434196265508063,0.02011782959022654,41.083652208443674,0.9435879147788196,,82.25732123693082,348890640.0,65.71270765330634,243395333.1676914,27.27789432971945,123.52081161613448,32.31372360374063,0.29843176928304116,0.04327753526805684,0.835655154248522,0.8408173521359763,,
68,BAL-USD,34.52991725537658,38.59243469492916,77.63413095280032,88.18779638407803,1.1584277631379596,-1,0.9505650640269874,0.0026401977314284945,0.026312628220040532,0.023672430488612037,19.716103019765935,0.6624717171752279,,61.59623481676464,-94969531.0,42.05756849694603,57987843.169512115,22.213455378588343,40.09152984244576,1.0622257485190991,-0.055657380934480465,0.07913341867649092,0.955973196283557,0.9456627766291299,,
69,ROSE-USD,84.02620298687478,85.28794435755033,82.65223298286774,89.02696073866404,0.02458762954617949,1,0.02770620791634183,2.0362047209003748e-05,0.0008541910027937891,0.0008338289555847853,38.50297263332671,0.8619983620919935,,66.84065312681412,-332474746.0,58.37960463616827,684406254.1355405,27.692958445415943,106.07116340541783,27.631290835529395,0.157438459745932,0.0020032558420068486,0.02944784875936489,0.029381047934293747,,
70,FLR-USD,64.92699732110823,57.306871332625626,88.4776929130195,81.7559157652306,0.014099168848436646,1,0.015182055877036353,3.2624989526491323e-06,0.0002215335661285183,0.00021827106717586917,24.737733163143137,1.1475196773028358,,74.88580167268215,499184813.0,69.45562885880896,-320508679.74134547,35.96605953893689,191.7008980907173,27.676666691396196,-0.08860434965437136,0.0013529935646575278,0.017370056796395816,0.018309287105997402,,
71,MOVR-USD,83.62213763810665,88.08851111767792,84.95674573887908,91.91924816434378,5.4535130056274905,1,5.925659806308795,0.004008883110608902,0.1602108200353577,0.1562019369247488,43.704867453099865,0.8569039963459696,,79.07218183158471,289531181.0,62.82725357117896,123222114.7560413,24.81713598511986,97.1973874476458,32.98184782545243,0.18418083660286624,0.37507172091106283,6.324740939401468,6.320365269978841,,
72,OP-USD,79.15863219470613,87.51182975300685,75.51641055245126,87.48144463444326,0.6940879461287878,1,0.7508234678805581,-0.00021481328645301528,0.02060739465840606,0.020822207944859075,35.80559234873983,0.8010197873392649,,63.91301308119293,-5889282598.0,55.48413019760934,-995255789.0296113,23.76792633117378,93.75466866992247,24.18318736101011,0.2392627856000616,0.04907504431271883,0.7897628910280385,0.782513161500295,,
73,TWT-USD,72.60632433100079,78.53346731372109,77.45862357150664,85.14353180139206,0.8566539693374103,-1,0.8100072299636891,-2.4148082934815143e-05,0.01028169701533681,0.010305845098271624,16.122995870032323,0.7462554676919714,,68.30203751233078,508365217.0,51.976442577694876,541232248.0192494,30.031333868814286,63.62361342263698,10.086661715487224,0.08679735289880768,0.033911989736414364,0.8168530227809117,0.8092959125836691,,
74,WOO-USD,78.68326698059313,84.41241001044034,82.90385836012332,91.21480254104756,0.05909494885092296,1,0.06544053418918469,0.00023132114038962705,0.0023502097676407854,0.0021188886272511583,37.07589164046634,0.7874773691494691,,74.45326278538305,160962333.0,52.84930864726712,210169345.68740988,30.301323415159327,93.9760198186057,28.488340762557524,0.12120578272195914,0.005429219887977966,0.07069910038451514,0.07049880425135295,,
75,NEXO-USD,70.1221078246312,77.85565648781437,94.10364795575998,96.06909863717335,0.9959381367078144,1,1.1050954309835954,0.006080644298939682,0.019072092323974034,0.012991448025034352,19.87846577113872,1.2050108092184548,,79.5417359618723,119947193.0,69.06437212656014,270354749.9566878,30.977828394861632,225.3725657258641,19.088980823520238,0.1864187667728834,0.06655731223409758,1.151166522236915,1.2094510396321614,,
76,HOT-USD,76.82922190086707,83.98554697632586,74.07741092350714,86.35657078415598,0.0009508483899200315,1,0.0010300668234583053,-4.764200138374444e-08,2.164469624421153e-05,2.1692338245595275e-05,27.158518401941727,0.8282868220247862,,57.45107940023407,965853.0,56.39317118771176,708620.7230425231,25.220492031634844,89.79617431068476,19.07506225450887,0.11862776773541867,5.968544396830393e-05,0.0010721727741790585,0.0010614441707730293,,
77,SUSHI-USD,86.62744222302888,88.67962203220695,85.44804939046794,90.10387099910376,0.5852652357010073,1,0.6484596483768019,1.6750502162495018e-05,0.01649631471271864,0.016479564210556144,39.79571752159328,0.8723658954443336,,73.2806891128541,-89909885.0,62.354291643329205,483486858.175194,24.839605934207654,106.83887785478144,28.668996142418216,0.13877021354764585,0.04201533418811899,0.6841054290956222,0.6849950154622396,,
78,SRM-USD,35.85515416675965,35.88929387073073,41.0737980936117,39.2228890468241,0.021704000189283607,-1,0.016634037366950984,-6.324942404840707e-05,7.57730759743876e-05,0.00013902250002279467,19.297290988266965,0.31015560705449113,,41.24971851730456,-33003236.0,45.06553719793301,-24417851.021948673,20.105558328911027,-84.16552483668733,-6.073666259023522,-0.1598498985578917,0.002705599157170238,0.014413340852178377,0.014339981600642204,,
79,CVC-USD,74.3753669725349,80.78281263832527,38.04462438835403,48.40254943222064,0.09395958998949312,1,0.10833568336700411,-0.0006404502189586935,0.0004899520041477096,0.0011304022231064031,27.321256341972767,0.7134806482652788,,74.31802771668713,1646896688.0,60.675388710053376,-705907542.803597,27.589459126246663,59.54793329659552,-0.5918904417488638,0.13687009918019355,0.006600358438611133,0.11289943292223174,0.11212579409281415,,
80,LRC-USD,85.34441007784699,89.01294072027883,87.12519484832308,92.73089743800195,0.09235987068372059,1,0.10159047875076202,9.222643788306959e-05,0.0022496442086794217,0.002157417770796352,31.92996762941019,0.8893908088572183,,85.23446522644001,-70342294.0,61.92974281339525,88797078.61767028,22.289421718347672,105.98742337870067,24.04224092440394,0.176730495001805,0.005404429221131728,0.10516727727065221,0.10536091277996701,,
81,QTUM-USD,68.16200348455646,78.57947212839127,68.46898128462121,82.73809195310348,1.9851515459428968,1,2.1532208461024838,-0.010981444350717719,0.02708426431710672,0.03806570866782444,25.77156156486808,0.7498092718263938,,67.36658794334134,2104041093.0,58.04212706460477,-565453149.5958903,22.803055073010515,64.56900398615218,12.9545734709323,0.018412065026829637,0.11859087024480239,2.2230502096199363,2.1984473864237466,,
82,ICX-USD,82.68519514813416,89.34302180694499,80.15296531082409,90.3420647424047,0.09198842538323893,1,0.10171323474902479,-0.0005556935732279021,0.0015859022023917172,0.0021415957756196194,34.720063476802366,0.7436266894507773,,78.6340526680068,77561549.0,59.39011923073951,236815209.12485152,23.468505525990345,74.59359646708013,12.33306295770234,0.22543866783767064,0.005792073638262605,0.10585167311116842,0.10478559136390686,,
83,XEC-USD,59.87709869134119,72.33999022769676,57.594177694208575,75.18532050738467,2.0744999227942474e-05,1,2.1616445308771548e-05,-2.3155583155014727e-08,4.221222535633812e-07,4.452778367183959e-07,34.30116407316062,0.7519143208147985,,70.00420586948727,951176100.0,57.070745099554124,500188038.0655774,31.70733218517156,78.19328640656424,18.81152013908568,0.20993055794235396,1.2714543036909734e-06,2.296193610565925e-05,2.2437530181681115e-05,,
84,RLC-USD,84.81758388533679,91.10714880105947,78.93091072159972,88.88444270116423,1.0839965186514906,1,1.192972737542303,0.0021694564750511756,0.023082269328427357,0.02091281285337618,28.106539224889605,0.8459879816247035,,75.61869542021762,345605619.0,58.19471234599102,86106072.25271174,23.91343234526941,101.33758978197181,20.06865739825392,0.1504042468294268,0.0683423363608722,1.2429861218402158,1.2376925945281982,,
85,LSK-USD,79.74750817128556,86.77984790902276,75.89834875042744,86.61122862648354,0.465409307028216,1,0.5175878198855971,-0.0026762892585290854,0.006777041496932583,0.009453330755461668,25.11802076055218,0.7453421930085409,,56.89075409465112,403942513.0,55.68105631286378,514272424.3760863,23.119842913396756,56.437897313715084,10.012566317739285,0.2823780765642901,0.028541144361541843,0.5357951033429732,0.5272874434789022,,
86,GNO-USD,80.32862782507299,81.58021854707933,86.47506893986406,88.45552502662112,118.78679768259111,-1,110.0823135698906,-0.025316923770740907,1.5531715721756982,1.5784884959464391,14.483890653957921,0.776282243478719,,47.127417645594576,-173466496.0,50.764781388970455,-184089856.1987194,18.344925720128263,87.92329642064738,4.959498366244853,1.729920732546679e-05,5.066564383151052,112.85235764385479,112.60378011067708,,
87,STEEM-USD,62.22448612199528,63.093375683050596,76.84729394279411,68.92540557582647,0.13378417002108847,1,0.13898030538092795,-0.00043600338671082343,0.0012045338529663241,0.0016405372396771476,24.59401444506631,0.762364903831691,,79.65043123453817,2008409067.0,58.75971477656819,-215224959.6627397,29.981722614527023,82.29569374701416,-0.07093618287031464,-0.028882145657389786,0.010237142812185173,0.1530743789146928,0.15312784413496652,,
88,WAXP-USD,53.4150435003145,52.801032207800546,71.71513732951304,72.55116957754073,0.02114728912055504,1,0.02368197254068206,-0.00011930021630119226,0.0004107610920940256,0.0005300613083952179,40.28015437876735,0.771325812122776,,87.60433207500627,992494831.0,59.55585567206517,545494284.4534162,40.655683212243346,99.80669586122464,21.892885652275893,0.02698894651160415,0.001752411188332362,0.02524984050277643,0.026141436770558357,,
89,SXP-USD,62.88390396501293,60.898737414021014,35.52747110691387,50.12343115008093,0.1684484867154389,1,0.19536853470223559,-0.0017713907070907781,0.0007525051805982027,0.002523895887688981,33.28264038550754,0.6392827597948744,,80.86873609145317,2521314423.0,54.78827867319889,-111969659.48497187,36.95855982031186,26.22824822466036,2.4813253395924986,-0.021826054598716914,0.015631137810624255,0.20994775022926,0.20654994249343872,,
90,VTHO-USD,45.55420519459695,49.522067522088584,39.701387863012684,48.958271185820735,0.0020966606552448317,1,0.0024210929835763065,-1.3904182415963046e-05,2.8267472132554453e-05,4.21716545485175e-05,43.29982915261864,0.6856196043629925,,57.08079268569939,2599337820.0,56.502321513425954,-2082276090.3148966,31.83576137188335,50.03426355083994,10.751551888241295,-0.009433779879584657,0.0002471053088358405,0.002698012143345153,0.002674107284595569,,
91,RENBTC-USD,56.394139886578444,67.26446222456683,0.9020407541545578,3.205842095414884,18004.297617289456,-1,16642.253552215265,-155.56273422621064,-36.504730439884156,119.05800378632647,8.60517630930003,-0.18123661457623594,,43.42534221550871,-122000.0,37.93110440239574,-49732.67968816831,42.194166026377275,-128.15034623141594,-6.626182724103598,0.2764385754740514,1081.7522937761994,16538.4675753518,16167.992513020836,,
92,SPELL-USD,64.96490431227222,68.7649352393663,90.57928260223294,93.51415908197907,0.0004917802599082674,1,0.0005581175161015547,8.513033093841183e-07,1.3159131489252612e-05,1.2307828179868494e-05,28.00207957247327,0.8052454201435137,,74.0028785990593,1318177000.0,56.81012387980078,-1278096199.0672781,23.27507262328664,75.69150611257318,19.097498051939073,-0.007552705670405502,5.141824269651618e-05,0.0006189135194998839,0.0006154035412085553,,
93,ILV-USD,88.51905738536642,89.45766336099733,86.78915637441433,93.1378320701396,12.83223726152282,1,14.553913769732167,0.01537078144587839,0.46424115564909957,0.4488703742032212,52.00346940418986,0.8600461813080558,,69.06125844574638,-56296799.0,64.00039847978614,332029933.2738284,34.4810228240871,99.17007844734272,38.7779687882806,0.21186663748617088,0.9695828188125183,15.236104750488156,15.200372695922852,,
94,AKT-USD,77.09039833731946,84.32916715375832,78.12318499437679,87.20251487384552,1.025900037435791,1,1.1688163445946351,0.001673572842414501,0.030179987670353157,0.028506414827938656,32.186078541000896,0.8386594072745693,,61.28878428253653,1482898480.0,55.81755864550944,352245027.9098717,20.23517228234151,95.48486333775062,19.077736592741065,0.22845524058664393,0.09344494265216405,1.241856334780099,1.2308927774429321,,
95,PENDLE-USD,50.84180153755869,60.24153847513751,38.2035312574187,57.79614168769056,2.671687718394322,1,3.030333150245944,-0.006981926732986681,0.0007397372604564523,0.0077216639934431335,17.607627143667052,0.6860417056976337,,44.45100741861351,2036109707.0,55.52690343901831,403491063.10664016,12.918833249050069,37.543910488919,7.305287131530242,-0.028225587221271716,0.2871761943080198,3.383397311274469,3.3373121420542398,,
96,NEO-USD,80.82264768515185,87.04344233434483,84.19446074221385,91.30028382239432,5.3019085302234945,1,5.847986677871426,-0.007457997403375771,0.18153848010740586,0.18899647751078164,28.044005200152842,0.863588579300589,,60.64933807970313,-76620575.0,55.843914019017475,127929070.89487983,22.78290603359944,105.93109430128636,14.400536829080268,0.08167326840845802,0.40265381198954664,6.274202459965951,6.234737714131673,,
97,AERGO-USD,12.94102565202732,14.51663312357966,1.8832527598957192,3.8748800690255742,0.3661234342002314,-1,0.3108538074001426,-0.007971938615324341,-0.014899037307239772,-0.00692709869191543,113.72343533935445,0.32221533759046983,,44.29486247252795,3594836124.0,49.4239005429594,2121894653.446519,62.48740229971221,-64.66707320862571,38.52580351647944,0.18017956359168172,0.05642368475347805,0.20060035061945056,0.1955243001381556,,
