,symbol,MACDAS-dif,MACDAS,MACDAS_Signal,BB_BWidth,BB_%B,YF%,MFI,OBV,RSI,AD,ADX,CCI,ROC,CMF,ATR,FWMA,VWAP,CPrice,change
0,A1CAP.IS,-0.01359471225190462,-0.02976661823796522,-0.016171905986060598,9.288951241392713,0.09305715150030892,13.731825525040382,36.42044869909165,201552030.0,43.4317133728983,-512515620.1696665,11.565311354178977,-142.94585399213113,-5.5214721533430335,-0.24115353382698157,0.2118249423238519,4.661764711685645,4.62666670481364,4.62,-1.4925373134328401
1,ACSEL.IS,0.6667323132878382,2.166493949797228,1.4997616365093898,27.932770907858572,0.9140296996579388,45.8745874587459,68.9506458889568,1650017.0,62.147490265728926,-6667407.581591101,29.848459653662363,155.950876108221,15.943397665923497,-0.0074307156365984095,7.046587895262995,122.0058840119089,124.86666615804036,122.9,-2.30524642289347
2,ADESE.IS,0.011580160284973945,0.02034843487823366,0.008768274593259717,10.790737858910624,1.4020306187035745,57.3770491803279,56.11006876246353,1148743929.0,67.41230509484234,-1985286854.106514,13.789262286090539,417.4603379592651,9.473681568769173,0.044910413272730314,0.06905687316914265,1.9797261402041142,2.0700000127156577,2.08,5.050505050505061
3,ADGYO.IS,-0.09305320002422615,-0.09885668744541687,-0.005803487421190717,5.793992450017029,0.1170545217295151,74.8538011695907,34.467126515753364,63955559.0,47.66021862960295,-44083981.887307756,10.233012719837037,-105.90705106996994,-4.353315567514424,-0.06499660563473567,1.0810996039428515,30.754584165422234,30.49333318074544,30.32,-0.9150326797385699
4,AEFES.IS,0.8409623709483109,1.0569831991013283,0.21602082815301737,8.041826125935078,0.8329286790743143,14.957423176601248,58.91093037628126,105275.0,53.61979791594471,-171437043.8840701,16.050106782615977,115.13755338024458,2.414001251460152,-0.12269226054081278,6.164385048342818,168.12626801156125,170.53333028157553,169.7,-0.5858230814294041
5,AFYON.IS,0.04134333251984908,0.028493271729560427,-0.01285006079028865,7.022072176983307,0.8561845983082547,70.8571428571429,74.1409614336985,364077338.0,56.44056979167122,-386722971.07421803,21.44881043446019,90.50431011269029,0.42795623383277204,-0.12522218541387722,0.4653812164387376,13.782403558069504,14.033333460489908,14.08,0.5714285714285783
6,AGESA.IS,0.41048388529752433,1.1949066031154805,0.7844227178179561,14.256228600560469,0.8022477487339702,199.99999999999994,69.6410632041856,17493981.0,52.60552890748766,16345088.029608348,20.135245771973175,101.7076481032191,5.132185483268134,0.05582595672628587,6.690766790125376,134.32626663115155,134.8999989827474,135.2,0.8202833706189461
7,AGHOL.IS,1.2619567029444585,1.0235181068956658,-0.23843859604879275,9.994464735487808,0.49430831845746137,8.333333333333332,49.202757143002934,-513796.0,45.954114774884566,-12660617.216267234,22.10276150187581,-16.670249098421802,-0.17482517482517482,-0.21405251175639708,9.015687204124617,282.72565922920893,284.8333333333333,285.5,0.6167400881057272
8,AHGAZ.IS,-0.07003083850775402,-0.07284837678145023,-0.002817538273696218,13.784230204291992,0.6358399463857786,585.8024691358021,59.82357360377932,326895690.0,54.09905703843593,173463238.08634952,14.023444320047686,16.559997102529696,-2.3111131456163196,-0.12399764313665973,0.972091530827378,21.818478427600667,21.746666590372726,21.98,3.0956848030018858
9,AKBNK.IS,0.4904785547586802,0.6825095819946765,0.19203102723599627,10.74166278445606,0.529194943417937,21.781376518218632,49.15410793629803,1545193535.0,41.08893950623217,-1578542302.0421011,41.924000696148475,46.06277605174066,-0.866218972725172,-0.1286480990221737,2.298162060957532,51.47670394943887,52.233333587646484,51.5,-3.917910447761197
10,AKCNS.IS,-0.23873103733772,0.057814267144405074,0.29654530448212507,8.33666030952467,0.22474779320592514,60.357142857142875,42.9294378970572,17631842.0,44.16541073880778,7817911.221623316,19.866676443358127,-113.53705250023835,-5.102637506300403,-0.2707635586743016,7.401311252147638,164.08113727995155,162.33333333333334,161.8,-0.614250614250611
