,symbol,Stoch_K,Stoch_D,StochRSI_K,StochRSI_D,MACDAS-dif,MACDAS,MACDAS_Signal,BB_BWidth,BB_%B,YF%,MFI,OBV,RSI,AD,ADX,CCI,ROC,CMF,ATR,FWMA,VWAP,Supertrend,st_way,kama,CPrice,change
0,A1CAP.IS,92.9752102483993,92.9752102483993,99.67722646824512,99.67722646824512,0.13402597294297444,0.2792629100953382,0.14523693715236377,65.91920843736663,1.191313005331165,100.0,96.83698162414062,284947089.0,89.87271268790855,-375129431.5233276,28.928788926563122,225.80563123488776,62.605029389596375,0.17699632109295124,0.3364552333262348,6.921683475889008,7.526666482289632,6.294664455803511,1,6.916082039508501,7.74,8.40336134453783
1,ACSEL.IS,9.7754164530935,12.017708939642374,9.232761445461083,11.80998149704056,-0.07031556626916935,-0.9703349347035303,-0.9000193684343609,24.952275850339014,0.24201335412526126,19.063004846526674,36.19556415690649,2120671.0,44.1912906307652,-7334493.753797436,17.169412802798863,-75.80299662204133,-6.719020114106717,-0.2097939772904828,5.322200214305568,108.15466552332013,107.73333485921223,105.31587579702422,1,111.44173016868355,106.9,-1.9266055045871533
2,ADESE.IS,64.94900899551435,63.90250411424612,13.08166283571096,16.375259968779634,-0.024264140891165034,0.006397169102918848,0.030661309994083882,55.36978909512499,0.7056015142123919,75.57251908396948,73.95006484453874,1392105328.0,63.15749303094302,-1884973749.2716012,35.72523999713478,67.03296894661123,12.396691853651193,0.06414332330475371,0.16897497062642622,2.6954361106029143,2.740000009536743,2.350843006453503,1,2.6577805740658085,2.72,-2.857142857142847
3,ADGYO.IS,2.7697881206666692,4.227308892711189,16.273316409739483,19.180339206822527,0.03229627069550084,-0.13208821059880949,-0.16438448129431033,14.446896491666873,0.19921083301053033,25.25083612040134,31.114111469179324,71583332.0,38.762303444267054,-46710960.38505217,20.487627960383158,-98.49124971697839,-4.338985378459348,-0.37040490706490903,0.8271268006114169,28.39991850591818,28.31999969482422,30.627608179900736,-1,29.322030158787925,28.22,-0.70372976776919
4,AEFES.IS,51.6273902655766,63.63802946320553,62.73440340283205,77.27212439869727,0.10974172841513413,0.4869390904557791,0.37719736204064497,15.719732547965728,0.32198647602936203,7.544797233574347,30.668743884419463,-16042821.0,44.45834306092653,-202428479.76069742,15.999850382737392,-28.5900399578959,-1.1904818813359586,-0.2249885632589636,6.890785440209664,161.36845597582465,160.5999959309896,151.76794072999223,1,166.23885647065083,157.7,-4.885404101326918
5,AFYON.IS,56.54710846068651,58.879212521999705,73.81523829077734,79.6516668330365,0.008087019184537352,0.023879978340888015,0.015792959156350664,6.877737286914356,0.3668045472960416,32.107023411371244,32.03708218146985,364213462.0,46.27266424390011,-386997889.6277457,13.029988634885381,-3.924263737416485,-1.385846680194327,-0.13929074440456318,0.35192428766590683,13.67616669111271,13.65666675567627,14.31625565186702,-1,14.03861931316819,13.52,-2.663786897048248
6,AGESA.IS,82.76972862202794,87.71601584165695,85.26115182369234,93.0977705547204,-0.3011772517700293,0.9398080828821302,1.2409853346521595,17.63688173768878,0.7424396124635033,77.00348432055749,74.30250782446632,14894238.0,58.46961143943906,14220854.268381668,28.00595254507063,92.19851637023383,8.618120593401356,-0.14187104418303312,5.981724917314626,147.09614504181587,147.5999959309896,131.16958558986747,1,138.31649727736414,146.2,-0.7467752885268353
7,AGHOL.IS,64.43298969072164,68.8430698739977,65.3147433692002,70.65019071477352,0.26662713564978757,2.692081043341701,2.4254539076919133,14.891010236545275,0.6290804215735737,12.413793103448276,32.34841701493019,-5474871.0,50.48312560546038,-14869117.964721816,20.81492674106108,67.30818186446727,5.128205128205129,0.006004296749806821,10.439919860691893,290.738336713996,290.0833333333333,268.77295542212596,1,286.2795670053713,287.0,-3.367003367003363
8,AHGAZ.IS,92.09321418716003,88.90368607841249,95.49296059808968,98.49765353269657,0.2496559349869388,0.3891055019966293,0.1394495670096905,23.39880421560639,1.1119485876889248,94.52843772498201,87.93639010348171,263908730.0,69.30365308286382,142623718.94039106,27.419591339432262,256.78186521381724,20.16886119118039,0.03435421598228579,1.1035862505912026,24.732941497895588,25.673333485921223,22.186831220294913,1,22.266088933342374,25.62,-1.4615384615384586
9,AKBNK.IS,72.44652143774864,67.41823570895266,86.59438431316956,84.83579253324173,0.07709308725805297,0.6801945560655847,0.6031014688075317,11.240977200794061,0.8678211927464616,21.376329787234038,69.42745065016335,1490502205.0,52.90391358323996,-1605460278.9699707,23.789061914750057,112.43832604993142,8.350513890846488,-0.07032897340687029,1.8269013127992697,51.87175458246506,52.46666590372721,54.67829180170995,-1,50.9000529071871,52.55,1.2524084778420042
10,AKCNS.IS,74.8178468328053,66.39058288624676,91.6295692400031,92.73970686075893,0.9384636913669264,1.585844011633963,0.6473803202670365,24.32608810840899,0.5779927689053432,33.29621380846326,58.84565181613915,7668089.0,50.612478375169026,5044841.145866526,17.998449201075385,16.17071956689039,12.705201297291081,-0.2657357662449446,5.911474988406123,156.9897554563944,157.33333333333334,163.60453611492693,-1,158.9044480377204,157.9,1.2179487179487136
11,AKENR.IS,63.42412412858153,66.42674019822157,71.50602102524427,75.04075560035999,-0.10536209372354982,0.18157760220175712,0.28693969592530694,56.09665046350974,0.6909142634870457,22.83406754772393,55.71974462678177,-143073657.0,58.05096754677303,-1004025393.9878772,36.815188746314725,56.356807099471496,35.02824061212742,0.10113723715194715,0.7389500037947768,12.14401620203293,12.006666501363119,10.638333235371823,1,11.33642627021391,11.95,-0.8298755186722073
