,symbol,kama,MACDAS-dif,MACDAS,MACDAS_Signal,BB_BWidth,BB_%B,YF%,MFI,OBV,RSI,AD,ADX,CCI,ROC,CMF,ATR,FWMA,VWAP,CPrice,change
0,YKBNK.IS,23.92579293808587,0.19054153722475412,0.2574540731339068,0.06691253590915267,10.15377761491807,0.41943101453465925,10.03764115432872,37.419844168681855,392920663.0,41.0746897613807,-5228535084.345462,38.80190182294559,-5.26627428897017e-05,-2.8901687672833787,-0.24068411209055912,1.0818652578409795,23.59503039965523,23.78666623433431,23.52,-3.130148270181221
1,SAHOL.IS,79.72788718921979,0.44021175582530037,0.6167259443537323,0.17651418852843193,7.922494470962417,0.37055500197512214,9.15915915915915,53.97822198938519,210703521.0,38.21724649825333,-187068092.1202011,38.20943932612849,-21.01135689554767,-3.8366410723151376,-0.139269182346572,3.0776068300743757,77.56713817666075,78.1999994913737,77.7,-1.3333333333333308
2,KRDMD.IS,25.208388442659444,0.19996288644528942,-0.0953495834303868,-0.2953124698756762,28.938713589191206,0.32017785455776426,30.40685224839399,34.26454864759438,2389533162.0,38.15213396584728,-520618229.62320405,39.2297860703659,-62.79509895505035,-5.432288100420814,-0.2479011349986732,1.0629194496783438,24.41839710452252,24.68666648864746,24.72,0.7334963325183352
