,symbol,Stoch_K,Stoch_D,StochRSI_K,StochRSI_D,MACDAS-dif,MACDAS,MACDAS_Signal,BB_BWidth,BB_%B,YF%,MFI,OBV,RSI,AD,ADX,CCI,ROC,CMF,ATR,FWMA,VWAP,Supertrend,st_way,kama,Tenkan,Kijun,Senkou_A,Senkou_B,Chikou,Cloud_Position,TK_Cross,CPrice,change
0,A1CAP.IS,63.233187314769424,45.49356105089253,53.78559957195703,36.69651951680507,0.07079007679862809,0.08721007852203722,0.016420001723409135,39.035379541453366,1.098091051151621,96.8674698795181,61.6450118594558,80381704.0,76.99170296341828,-589468302.1801237,39.7346407873841,184.71568118526474,19.252875650050306,-0.21045874783035226,0.4811947155207092,7.523062995191037,8.116666793823242,6.476800225367313,1,6.860284284999072,4.7149999141693115,4.78000020980835,5.117499947547913,5.009999990463257,,Above_Cloud,Bearish,8.3,6.5468549422336375
1,ACSEL.IS,61.52494808402702,49.884916505086586,92.6428355692197,83.95007608376203,0.7543470283499397,0.4713109717635384,-0.2830360565864013,13.868220214919416,0.5381703343320415,18.55855855855858,37.79717920337999,2270557.0,48.99490570361372,-7253806.128392778,12.309815661991818,7.680994409794035,-1.310862814489277,-0.4032701649220687,3.929640868001126,104.45963405740673,105.63333384195964,112.14120546517871,-1,104.57930813093388,118.69999694824219,113.69999694824219,110.0999984741211,109.75,,Below_Cloud,Bullish,105.4,-0.7532956685499026
2,ADESE.IS,96.96787030322552,97.05999638098292,76.67118133308067,70.65149118201425,0.053265937224830945,0.23811210032353525,0.1848461630987043,126.78291809643424,0.9905103116433054,96.69260700389106,86.93559903843929,2534856649.0,85.43316762975314,-791730645.3057816,55.48454676486558,144.40336439042954,104.26828864959643,0.5116603997858038,0.4214086346052323,6.089786933837024,6.506666501363118,4.9561910609038335,1,5.674336359852585,2.199999988079071,2.134999990463257,2.01500004529953,2.10999995470047,,Above_Cloud,Bullish,6.7,9.836065573770503
3,ADGYO.IS,79.61255562573268,69.45527928291555,98.84228205128245,94.48182665085177,0.22915519985750885,0.35312420307472486,0.12396900321721602,12.476224443315996,1.0829424382499466,41.003460207612456,71.27874570744947,76078809.0,61.09960574438133,-46051645.81160428,23.551561319312512,238.91754545569174,10.167026666589098,-0.26036056839255634,1.0247154381966177,29.530263637674267,30.480000178019207,27.362136521890786,1,28.631699866737367,30.75999927520752,29.309999465942383,29.729999542236328,31.089999198913574,,No_Data,Bullish,30.34,0.13201320132012473
4,AEFES.IS,36.93044924859798,27.685060474731603,79.7336732220412,62.48283740628087,0.8236307855118294,0.1734540699516005,-0.6501767155602289,24.55056693165205,0.36147828114451996,5.305514157973177,32.71415039018329,-44291275.0,43.4313733031582,-213049907.43382224,20.327738360886514,-43.78975540211783,-3.7732100776198614,-0.2528429687455615,4.922032353508107,145.1565850588661,146.29999796549478,154.15849326893954,-1,149.12860230859155,163.71892561378135,160.64484770401006,176.88287466476913,172.5940599416715,,Below_Cloud,Bullish,145.9,-0.7482993197278853
5,AFYON.IS,53.289651933921796,44.640939034818786,87.04015868554514,73.2016617041815,0.05650290560552924,0.022340981723012937,-0.0341619238825163,13.538069899430742,0.46584181568843647,25.58528428093648,43.53254579221964,398147576.0,48.62931793798527,-362976208.196804,24.911292541868466,-15.867427782356115,-2.306543717418344,-0.08436568164821694,0.3024239296567082,13.003965457119275,13.109999974568685,13.320421579843158,-1,13.272960161127065,13.744999885559082,13.36567640381767,14.173349943680865,14.005231125771648,,Below_Cloud,Bullish,13.13,0.8448540706605279
6,AGESA.IS,61.57395853946366,42.05082837685944,60.41154273080357,33.037693373380044,0.4912586853024252,-0.06532166472756751,-0.5565803500299927,11.845177424532796,0.6516745388798544,75.4565376186998,58.45090668876001,12816964.0,57.57193573361195,11394725.065964935,16.435844996740432,47.09242934583328,-1.418923042915963,0.061800785696580096,5.137093038498351,143.14340531850198,145.8999989827474,131.2084632858281,1,139.24997727285057,135.25,132.45000076293945,141.25170858425264,140.91607577737196,,Above_Cloud,Bullish,145.9,-0.6807351940095296
7,AGHOL.IS,36.519612047363154,30.26531509575319,68.9612853105008,55.566887144161676,0.950104921807075,0.017857130790674525,-0.9322477910164004,21.48089123001351,0.35530256995680015,6.317846287451155,33.73786820232898,-4183365.0,44.896442892771624,-14486769.895616844,20.003045479351513,-42.698814706974005,-4.340414673160095,-0.05882384157447421,8.217714611373484,260.8577622419439,262.6666666666667,277.97731349495143,-1,264.3463002179775,273.87168882437084,285.1502014599979,317.08555569136604,309.54611040907344,,Below_Cloud,Bearish,261.75,-0.758293838862556
8,AHGAZ.IS,91.66114440055048,87.8230845501502,95.63313900606875,85.29190711154261,0.11078634124723441,0.2475309856302006,0.13674464438296619,24.73947875013538,0.9364067683356134,97.95003203074953,61.4683897993885,293713888.0,72.96747790940768,162543844.9179048,41.83370705836043,150.00045440007594,8.09338467688105,0.1138401938573871,1.0551174960947403,27.179959726623782,27.800000508626297,24.646782440675356,1,24.929828752091847,22.229999542236328,21.710000038146973,19.702500343322754,19.02500057220459,,Above_Cloud,Bullish,27.78,-0.2871500358937462
9,AKBNK.IS,95.46969801391923,95.89374540486756,100.0,100.0,0.3526598950216151,0.9866701680490793,0.6340102730274642,20.171467823137178,1.1153333654928432,46.1436170212766,70.3389987434259,1871013303.0,71.05075145874825,-1309509783.1638274,20.39793763768513,228.1443857766395,11.835970724172439,0.05685425747403945,1.9097326775200667,58.100811155524255,60.06666692097982,54.36072194490457,1,53.90248945702459,50.790000915527344,52.967449243914956,66.32050843985856,66.32050843985856,,Below_Cloud,Bearish,60.0,0.25062656641603454
10,AKCNS.IS,59.666967000889564,57.68846238536428,89.76004629335296,88.66768368274575,0.45365993415368366,0.962085682625335,0.5084257484716513,15.583934133438703,0.4822956817522652,22.954545454545443,51.56048022144529,13058217.0,48.62038056233239,7313719.363741775,13.197853223722593,2.3929712896935427,0.942122368090033,0.07046262683775822,5.544565589164071,149.90841715040844,150.5666707356771,155.9309612713003,-1,155.94492146921542,158.9000015258789,158.9000015258789,179.09944308856905,185.63627089238784,,Below_Cloud,No_Data,150.0,-1.1857707509881465
11,AKENR.IS,66.9182327920541,55.34322740295797,91.81370206777575,75.664496742044,0.098109110011227,0.021713795578678557,-0.07639531443254845,28.59786371651357,0.5801198286679805,36.36363636363637,58.710002397695916,140467076.0,57.828824973740865,-896003768.6000654,29.385392797827247,32.0380462526857,-2.295079814333678,-0.2887418113275795,0.6947607466829853,11.685020256235923,12.070000012715658,12.183963973279813,-1,10.810867806445284,9.400000095367432,9.690000057220459,11.362499713897705,12.539999961853027,,No_Data,Bearish,11.92,-1.8121911037891292
12,AKFGY.IS,71.37255562335804,49.822597798072366,68.68151720682248,47.461187295299,0.01307322884546333,-0.002983873946202826,-0.016057102791666156,17.79613009469761,0.7203087471934889,55.31914893617022,50.531469060685765,683841224.0,60.89282984511822,-1633488947.4374545,21.998549691682953,63.23313671326561,2.80373550646287,0.15752633829915688,0.07724485637209305,2.1111460782693316,2.183333396911621,1.932536785132048,1,2.0693285894766396,1.8950000405311584,1.8549999594688416,1.9674999713897705,2.025000035762787,,Above_Cloud,Bullish,2.2,1.382488479262678
13,AKFYE.IS,83.31543408073433,64.21837152338112,99.78301998987503,93.47728848945229,0.1338188504594477,0.11414327278048342,-0.019675577678964287,13.417247944703387,0.6554937957706026,15.643964935940652,39.72224788948793,1832560.0,51.401972663321416,-186872783.13446343,19.84267401027632,40.175545316700344,2.4860137646794125,-0.5727254848510799,0.4400089594199309,16.282210670184895,16.483332951863606,16.59560369947948,-1,15.80870592325834,18.039999961853027,16.545000076293945,16.68250036239624,17.895000457763672,,Below_Cloud,Bullish,16.49,-0.0606060606060721
14,AKGRT.IS,21.833431700447452,14.763881518401439,44.530200310485576,29.978117803671164,0.012658551556237317,-0.01494891175186458,-0.027607463308101897,18.494927790657663,0.2977452693441166,20.000000000000004,36.47295218820526,-10600828.0,41.17253871258509,-593872202.6259242,26.11919846091594,-58.634553841839185,-7.836990455035677,-0.11747682104270984,0.16539909444375214,5.846987835533962,5.899999936421712,6.196448277899019,-1,5.950813154524166,6.440000057220459,6.544999837875366,7.0299999713897705,7.3999998569488525,,Below_Cloud,Bearish,5.88,-0.8431703204047181
15,AKMGY.IS,45.2674429461051,40.44512635183284,83.74190659178315,75.61374649721422,0.5539451160828084,0.43088970506905433,-0.12305541101375411,10.54035006928665,0.4173218088166826,15.533088235294121,43.87318122005091,-247015.0,44.7446781733447,10731.3857598994,19.090860153876395,-41.79386073557215,-1.0869518001540885,0.04803472147702096,6.632657926899279,189.30618959314683,190.26666768391928,203.3260786204062,-1,192.94622187161994,208.20000457763672,217.77898287874626,217.89763061532298,215.2637868182063,,Below_Cloud,Bearish,191.1,0.6849315068492956
16,AKSEN.IS,61.477291012342505,53.047488734331445,68.06995528922663,52.20684903810559,0.04873999020154291,0.07743789227140932,0.02869790206986641,8.471833710545242,0.6274078394693977,21.329046087888518,39.84989552626669,39828498.0,55.06468031866645,-97111436.37289461,18.645799340002352,44.901190828258954,-0.058952370713020036,0.03797891828968447,0.963925617365318,33.615882834846545,33.92666753133138,31.23910347944324,1,33.44698854351788,32.15999984741211,32.679999351501465,35.559998512268066,37.88999938964844,,Below_Cloud,Bearish,33.9,-0.644783118405623
17,AKSGY.IS,86.16354068543963,71.48848808592342,95.24995147596654,84.90450522559125,0.03338686994659495,0.05351827952238393,0.020131409575788982,10.732121154435863,1.0498553109742255,50.660792951541836,52.03945136471798,27536307.0,67.28334740926014,121095886.88338813,21.614675317789636,157.21255894881804,7.269786835304222,0.17199860416154894,0.15278129053499714,6.442961441334073,6.549999872843425,6.04371647163443,1,6.249410120956948,6.094972052106529,6.393841290333812,6.849494446593139,6.971981784308044,,Below_Cloud,Bearish,6.64,2.311248073959926
18,AKSUE.IS,20.931638557390283,17.323842914098183,32.311235913310156,24.21419411584709,0.12154498080931941,-0.4191882690663673,-0.5407332498756867,54.451427823377905,0.1985960046018892,38.13333333333333,19.42026297487768,34242850.0,34.72492440269855,8834762.269372284,36.43972649706293,-98.36800309265163,-19.2603963974131,-0.19495688154874855,1.2797308867852557,15.907880578998618,15.74666690826416,19.255968924830434,-1,16.932665530206517,21.704999923706055,19.360000133514404,14.792499780654907,13.899999618530273,,Above_Cloud,Bullish,15.72,0.7692307692307665
19,AKYHO.IS,20.915013124709287,16.557718723728183,30.181025652519935,22.041328492161536,0.0027537768011974325,-0.007097795981288367,-0.0098515727824858,14.69672292180047,0.3831331195461708,7.796610169491524,51.240813431496306,51862256.0,47.30259905877855,-336010897.95015854,12.455072934768173,-38.53144870661844,-2.5236643595971824,-0.01821450773186399,0.16196673831590755,3.051419835061621,3.099999984105428,2.953949787180265,1,3.1894643721102884,3.350000023841858,3.440000057220459,3.8075000047683716,3.509999990463257,,Below_Cloud,Bearish,3.09,1.6447368421052655
20,ALARK.IS,61.64867057931274,53.22220144642088,96.73939588183566,94.4687752883516,0.45608762372092926,0.30783598353331953,-0.1482516401876097,12.92493451837018,0.42362197815791414,21.664626682986526,39.53715356315769,-22261662.0,44.939503908441445,-158334662.56477857,26.650650808073575,-21.634643913334287,-1.2925951749054416,-0.14774043313269855,2.549315747028981,83.83519283704777,84.31666564941406,87.75013561335858,-1,85.88164380474363,96.5999984741211,90.59363279749866,82.85973360383124,83.56502853199164,,Above_Cloud,Bullish,84.0,-0.4739336492891044
21,ALBRK.IS,88.13975718409908,83.2758926762112,86.34441937853325,81.09147085696556,0.026142884255834303,0.07921417182077795,0.05307128756494364,18.73505205784666,1.0926238420854666,91.0394265232975,74.52714869858329,634995054.0,73.94103273162511,138017764.96009982,42.41527988697469,193.21949790473147,9.86745331455199,0.14891837128081356,0.23079332939574215,7.240081099902882,7.383333206176758,6.6446393951164096,1,6.841892290327353,6.244999885559082,6.013339239515551,6.740940039164583,6.765258081104373,,Above_Cloud,Bullish,7.46,1.6348773841961872
22,ALCAR.IS,23.533026113671266,20.021229964778346,72.6405774504051,59.79899354081519,8.214633131017528,2.4528756449039335,-5.761757486113594,27.49813538068877,0.3540977870644481,8.045977011494253,25.775087106236533,714442.0,37.478937198176425,-2626725.5641800165,24.360439227963692,-46.29221328041733,-9.063136456211813,-0.43503281457278337,35.4891873746744,886.7621703853956,892.6666666666665,975.2445138226418,-1,889.4370358741606,1157.5,1127.1659030246365,1011.2634239402387,977.8597476085656,,Below_Cloud,Bullish,893.0,0.056022408963585235
23,ALCTL.IS,83.6580724924839,78.95130359591354,100.0,88.65979284029133,0.23309020019750815,0.8083724778487159,0.5752822776512078,10.668263603407858,1.1469953902228538,36.41524736415248,75.31009338422734,18305117.0,65.53745061379743,-27466829.87693698,23.57957622229075,248.01242724151356,8.115943503264644,-0.16787486738110707,4.1142395649880035,109.26470707396223,111.73333485921222,99.78892066658096,1,103.74637328641502,101.04999923706055,99.8499984741211,121.07500076293945,126.9000015258789,,Below_Cloud,Bullish,111.9,1.450589301903915
24,ALFAS.IS,35.067439822524754,30.443161976421777,75.49355245861847,63.42876585706228,0.05759316820250301,0.028801865245020597,-0.02879130295748241,14.437530607290125,0.3073054067654037,5.1071591427268626,52.84278111574205,81446317.0,44.075359393108165,-226869653.55463094,11.071190001456198,-62.77972394581133,-5.774941601113535,-0.4517858922454499,1.61356229712246,44.337404026704675,44.506666819254555,48.29239146138029,-1,45.62728536731618,46.89999961853027,48.95000076293945,56.31999969482422,67.52000045776367,,Below_Cloud,Bearish,44.38,-1.0258697591436272
25,ALGYO.IS,81.35592647580474,65.44470347347487,86.25601000084701,69.4012285641892,0.08352764612696137,0.12935606846345632,0.04582842233649495,11.530629327090743,0.9916092614313113,25.464684014869903,56.960642223658226,64186715.0,64.62563187912986,-21428523.54417179,31.028542839177824,169.28231016638105,4.562535801181164,-0.1283680407289448,0.5634087648676979,19.077413595714145,19.543333053588867,17.823060303598965,1,18.396735839118804,17.74000072479248,17.835000038146973,19.135000228881836,20.0,,No_Data,Bearish,19.48,-1.1669203450025423
26,ALKIM.IS,62.86549487455981,46.06889332016962,81.8620656907599,62.08940507004744,0.04432410844843259,0.04293267699722447,-0.001391431451208118,8.985919846389745,0.5926203482696871,13.043478260869565,56.575897605893644,41566433.0,51.72457528515504,-60575553.252116494,16.13802349811276,37.882573871429656,0.1360575375726601,-0.24412755816266402,0.4249587227313298,14.554046823335224,14.78000005086263,15.339558814385255,-1,14.649600924370528,14.700000286102295,15.005000114440918,16.77500009536743,17.53000020980835,,Below_Cloud,Bearish,14.72,-0.9421265141318913
27,ANELE.IS,62.87356359638304,55.325672514042935,73.04976015247935,65.1472365160305,0.06375930294947485,0.08197436222728685,0.018215059277812008,13.48868457698653,0.7085839617902504,62.92134831460673,53.82531755317206,74091299.0,52.91874630443721,-54744381.93995888,20.00639505283137,104.84360854864251,8.020703245361092,-0.015215183223993721,0.9057747558066037,16.721562113771576,16.886667251586914,17.520555301553458,-1,16.389131900751906,17.670000076293945,16.704999923706055,15.259999752044678,15.104999542236328,,Above_Cloud,Bullish,16.7,-2.793946449359719
