,symbol,priceToBook,CPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,bookValue,open,dayLow,dayHigh,recommendationKey,fiftyTwoWeekLow,fiftyTwoWeekHigh,RSI,ADX,CCI,ROC,ATR,OBV,CMF,AD,MFI,MACD,MACD_signal,MACD_Hist,MACDAS,MACDAS_Signal,BB_Middle,BB_Upper,BB_Lower,BB_%B,BB_BWidth,FWMA,VWAP,kama,EMA_200,Supertrend,st_way,Stoch_K,Stoch_D,StochRSI_K,StochRSI_D,Tenkan,Kijun,Senkou_A,Senkou_B,Chikou,time,YF%,MACDAS-dif,change,BB_Pot,BB_Opt,TrendWay,Cloud_Position,TK_Cross
0,MGROS.IS,1.4827769,524.0,982.0,657.0,773.76,769.28,353.391,529.0,517.5,531.5,strong_buy,397.0,600.0,60.926253672817786,22.814577330099134,73.93307257714044,7.818930041152264,13.006332440857664,2961991.0,0.005166408419851499,-3686411.7209531544,66.64494950454986,11.591597685443276,9.228436305457695,2.3631613799855806,2.3631613799855806,3.2159338625286016,506.7375,544.1341826737327,469.34081732626737,0.7308025574167456,14.759784967061897,526.5382860040568,524.3333333333334,507.1710520082944,495.055470388491,492.7263317632447,1,81.36482939632546,84.90482807296146,75.75950893532264,82.60733951759816,471.375,486.6951575242836,499.5062407789054,516.6413346076157,,2025-08-01 02:01:33.738665,62.5615763546798,-0.852772482543021,-0.9451795841209809,3.8424012736131052,-10.431141731628369,upper,Above_Cloud,Bearish
1,KCHOL.IS,0.79188067,179.3,325.2,228.15,278.71182,273.0,226.423,175.0,174.0,180.2,strong_buy,133.7,220.7,67.90887828581464,23.873159568861585,132.22424925806146,8.996962341494111,5.2228067541856085,450692658.0,0.0763624005180805,-598562098.4038334,68.87162848395388,6.009168821963698,5.571955595117455,0.437213226846243,0.437213226846243,0.6551135409677129,167.2300003051758,180.20214355572412,154.25785705462746,0.9652277774558119,15.51413409899616,175.1103472603262,177.83333333333334,166.01800744189796,163.04855093706072,161.41055487065435,1,85.73843735822499,80.83487129934802,58.26600091549053,47.913633526789965,145.25,149.9499969482422,145.54999542236328,156.4676015611417,,2025-08-01 02:01:33.738665,52.413793103448306,-0.21790031412146993,2.457142857142869,0.5031475492047521,-13.966616255087871,upper,Above_Cloud,Bearish
2,THYAO.IS,20.880156,288.0,495.5,331.0,443.46332,450.28,13.793,288.5,286.0,289.75,strong_buy,249.2,339.5,51.07580870748824,11.232263949474127,-56.306021966922884,-1.0309278350515463,6.229642860832984,399808773.0,-0.2302831266210742,-677314895.706739,59.63875194087101,2.4036740974239024,3.3062903877964964,-0.902616290372594,-0.902616290372594,0.11819440939517836,290.1375,298.1632009039716,282.1117990960284,0.36683406062751317,5.532343046983997,288.49898580121703,287.9166666666667,286.1583981799089,288.45980233147986,275.87598060917816,1,33.33333333333332,40.39723291969761,12.32467487628866,16.073408904004253,266.35064102651825,273.1359278187853,293.0006859300837,303.85713203556975,,2025-08-01 02:01:33.738665,42.96788482834995,-1.0208106997677724,-0.17331022530329143,3.528889202767904,-2.044514202767922,no-trend,Below_Cloud,Bearish
3,KRDMD.IS,0.5738536,27.72,50.258972,34.72586,40.987904,39.808685,48.305,26.88,26.46,27.78,strong_buy,21.16,34.06,64.48211881687918,21.16318715025609,129.34266538062667,11.414791995115102,0.8948689802573092,1161114370.0,0.06146911544409378,-776846415.3852808,52.86232497909411,0.7818470284825061,0.7329529742541453,0.048894054228360795,0.048894054228360795,0.08118022988286942,26.100999736785887,27.772093888706248,24.429905584865526,0.984413034031658,12.804828694474685,27.010242719437482,27.31999969482422,25.469996783412594,25.749739709275815,24.44527128877314,1,77.34910950127039,69.8866350377589,51.82293237347656,41.17214320124909,22.390000343322754,23.130000114440918,24.355000495910645,28.380001068115234,,2025-08-01 02:01:33.738665,50.85271317829455,-0.03228617565450863,3.125,0.1879288914366839,-11.869027471625081,upper,No_Data,Bearish
4,CCOLA.IS,2.4416034,50.8,88.7,70.0,78.7775,78.0,20.806,49.98,49.86,50.8,strong_buy,42.94,78.59091,52.66786114742826,9.359665549351567,-12.142764180175888,3.67346783073581,1.421631888494486,26728802.0,-0.0491274072792513,-102341981.5214637,64.81662626500196,0.12881727487205552,0.1582830012374245,-0.029465726365368983,-0.029465726365368983,0.031156520130832033,50.57399997711182,52.781102327141205,48.36689762708243,0.5511981829808934,8.728209558382773,50.35860022570009,50.486666361490876,50.33951459821015,55.457811880287274,47.38872894927914,1,40.183793933576446,38.76357001465756,36.17036289586529,31.866345619430234,48.26999855041504,49.71999931335449,51.006220082239544,52.4138795520976,,2025-08-01 02:01:33.738665,22.047123060813874,-0.060622246496201015,1.6406562625050025,3.89980773059293,-4.789571600231435,no-trend,Below_Cloud,Bearish
5,BRSAN.IS,1.6026567,360.5,,,,,224.939,350.75,350.75,370.75,none,297.5,601.5,62.419880031708196,17.206488354642204,128.26225334182038,8.095952023988007,13.46564277301346,18795835.0,-0.16338813599270077,-56944220.19852765,69.64003609940912,7.209440264600289,4.864225955612424,2.345214308987865,2.345214308987865,2.586189635684911,340.075,363.6944305604437,316.45556943955626,0.9323770623455769,13.890718553521273,354.53524340770787,360.6666666666667,337.2094156066569,384.2611248397568,329.0048656129836,1,49.411764705882355,49.08020935066236,49.17351337722253,50.42939732236548,316.625,330.5,373.6875,378.625,,2025-08-01 02:01:33.738665,20.723684210526315,-0.24097532669704602,2.7797576621525266,0.8861111124670584,-12.21759516239771,no-trend,Below_Cloud,Bearish
6,ZOREN.IS,0.26787847,3.36,5.4,4.55,4.975,4.975,12.543,3.36,3.35,3.39,hold,2.8,5.63,66.57392718174748,31.077036301204842,90.20902052121205,6.329107716228481,0.08081755694484985,475113621.0,-0.1295503662195488,-2804009785.1055923,83.64439511588931,0.07859286998300519,0.06709763836720206,0.011495231615803125,0.011495231615803125,0.020479434360548093,3.2264999866485597,3.45120191387772,3.0017980594193996,0.797059998758081,13.928524913001056,3.3457098478719622,3.366666634877523,3.2767091398416843,3.708716341953772,3.1316461246138547,1,79.6616153608024,81.53585106933873,72.45594353209417,72.74464536125124,2.934999942779541,3.1399999856948853,3.3450000286102295,3.640000104904175,,2025-08-01 02:01:33.738665,19.787985865724384,-0.008984202744744967,0.0,2.7143426749321353,-10.660772041089295,upper,No_Data,Bearish
7,TTRAK.IS,4.2011724,590.0,850.0,650.0,779.55,801.15,140.437,589.0,588.0,598.0,hold,550.0,867.0,48.1157786315063,12.531207568915192,-54.41329179646875,-1.1725293132328307,13.375223988801702,827275.0,-0.12129397138003248,-7486421.598070615,63.930731199356835,1.0989389601550101,2.550898511827166,-1.451959551672156,-1.451959551672156,0.4534889140595169,596.7,613.8096464019553,579.5903535980448,0.3042040191071869,5.7347566287766965,591.05476673428,592.0,590.6965301721867,636.6810991916562,570.1690415977797,1,21.113485670447698,27.216325919629394,17.067004849797144,19.44403681301414,575.5,591.25,637.0,693.5173605446504,,2025-08-01 02:01:33.738665,12.618296529968454,-1.9054484657316728,0.1697792869269854,4.035533288466997,-1.7643468477890223,no-trend,Below_Cloud,Bearish
8,AEFES.IS,1.0136399,15.16,35.6,16.0,25.7,25.5,14.956,15.33,15.07,15.54,strong_buy,13.25,27.3,50.33372160008565,14.463619347799629,-51.39618170053471,-0.26315764707211003,0.4869409937852146,-685570921.0,-0.1138025375342369,-2462595850.692331,51.880510288713936,0.13984147633338928,0.20819796386256714,-0.06835648752917786,-0.06835648752917786,-0.029396627733686228,15.436499881744385,16.136736242542387,14.736263520946382,0.30256664048609916,9.072475835355922,15.231855833506245,15.256666501363119,15.286452896038176,16.50231250244653,14.256770654100443,1,38.63133737665663,38.41058194508565,18.829608269522254,18.242558495247216,13.900000095367432,14.395641819419316,14.71198810375481,15.486302377425627,,2025-08-01 02:01:33.738665,13.594306049822064,-0.03895985979549163,-1.108936725375076,6.44285120410546,-2.795095508269252,no-trend,No_Data,Bearish
9,FROTO.IS,2.8977344,95.15,224.0,106.5,143.3691,140.0,32.836,95.95,93.75,97.0,buy,78.85,112.7,57.86827007906722,22.14587089546301,87.03309033519892,-0.9370135317891958,2.938187039834581,79903948.0,-0.10304377493332709,-385712616.41976076,55.26841532916024,1.2072478449139652,1.349924866761953,-0.1426770218479878,-0.1426770218479878,-0.08956966932377278,93.88000030517578,96.68060838254769,91.07939222780388,0.726736691749974,5.966357196991832,94.2113587570964,95.3000005086263,93.04331145715875,91.8456587178328,87.92494955563032,1,36.20309608452221,25.009989608404016,37.080643561284894,20.700698586410045,84.04999923706055,88.27499771118164,94.70000076293945,97.7750015258789,,2025-08-01 02:01:33.738665,48.15361890694241,-0.05310735252421503,-0.8337675872850392,1.6086267814479083,-4.278095399050052,lower,No_Data,Bearish
