,symbol,time,StochRSI_K,StochRSI_D,MACDAS-dif,MACDAS,MACDAS_Signal,BB_BWidth,BB_%B,YF%,MFI,RSI,ADX,CCI,ROC,CMF,ATR,FWMA,VWAP,Supertrend,st_way,kama,Tenkan,Kijun,Senkou_A,Senkou_B,Cloud_Position,TK_Cross,CPrice,change,EMA_200
0,MGROS.IS,2025-07-11 00:57:31.956989,62.104415913865616,72.81812731200836,-0.624441524239916,2.0306059124773386,2.6550474367172545,14.566802878547088,0.6363442562000655,45.689655172413794,59.50151232967253,51.41724905570487,19.62276150004796,38.68031854379979,7.166301969365427,0.07834264803646959,14.797163817378319,490.84761663286,488.5,464.46703605265924,1,482.5127751780465,498.34087921231554,500.24587903799215,484.2819057059234,517.1344164186655,No_Data,Bearish,489.75,1.292657704239919,495.0866041627062
1,KCHOL.IS,2025-07-11 00:57:31.956989,68.00468111067636,75.2590677899981,0.20282454521132265,1.3687224859449443,1.1658979407336216,19.362711043966694,0.9389536396496737,29.318854886475826,70.80413552221728,63.61979457510061,17.41575718748497,129.47715049830916,13.15789529300152,-0.035174679569190806,5.545886813646306,159.4555735404303,163.23333231608072,146.93819539692143,1,153.3688727500608,151.0,147.0999984741211,151.9338015435103,157.8676030870206,Above_Cloud,Bullish,163.4,0.9264978381717137,162.84188853041562
2,THYAO.IS,2025-07-11 00:57:31.956989,80.29137209702033,86.53473595419153,-0.0728417705294877,2.729184800746484,2.8020265712759715,20.314999476356174,0.816239740138449,46.290143964562574,73.12699862771808,57.41285630745151,19.48210852919568,94.98760822454916,15.019762845849803,-0.02121183698669435,8.62974337794582,287.598630831643,291.1666666666667,268.8569391052063,1,282.6532581770142,279.6768565630655,294.3577427023196,309.03862071629237,306.81798757617287,Below_Cloud,Bearish,291.0,0.5181347150259086,288.4388798579762
3,KRDMD.IS,2025-07-11 00:57:31.956989,73.15269815803573,82.83587202242609,0.013309147397903232,0.33949266120335475,0.3261835138054515,26.382590447057357,0.9049253785573874,38.604651162790695,77.55870354225053,62.7420032812205,23.050714198510853,115.94488132415864,17.74774095182192,-0.04104785302348256,0.9641523131878329,25.569918406178935,25.97333272298177,23.315674469227996,1,24.72307755697963,23.229999542236328,23.6899995803833,26.910000324249268,28.770000457763672,Below_Cloud,Bearish,26.14,2.2691705790297334,25.73817627802188
4,CCOLA.IS,2025-07-11 00:57:31.956989,69.25603313610817,79.69365745213906,0.02259514834358317,0.3647021517585349,0.3421070034149517,16.34874045830038,0.7424049444065725,0.942957468083622,72.81811057498761,53.74696285608516,16.026782854761006,69.51283667903844,12.19780052101219,-0.013290487361945639,1.72227603472001,50.93265721860812,50.883333841959626,47.38872894775178,1,50.330791970615444,50.91743326749531,50.553322166520516,52.8520891152716,52.94266912719043,Below_Cloud,Bullish,51.05,1.6932270916334646,89.72922390508982
5,BRSAN.IS,2025-07-11 00:57:31.956989,84.44179563408288,88.46951423450064,0.5186785997445167,3.412653385847652,2.8939747861031355,14.064089844454127,0.8469867781481724,12.335526315789473,77.52727271388997,54.674007330929285,13.904735618516098,107.61530210940315,12.321877619446774,-0.011638251707095043,11.39889099569205,330.9774340770791,334.5833333333333,302.10011223442945,1,323.5196791850833,341.75,374.5,378.0,378.625,Below_Cloud,Bearish,335.0,1.132075471698113,389.4403613790956
6,ZOREN.IS,2025-07-11 00:57:31.956989,72.93304010005045,79.36756721301218,7.02960483520143e-05,0.027635113200306774,0.02756481715195476,14.103546858963776,0.8569003375898855,10.030395136778116,75.98743857950953,56.38957715751086,21.488000447008645,99.19770991995472,10.992914487116392,0.024217377676650796,0.08403893694294541,3.0855578532325327,3.1166667143503823,2.919935558830988,1,3.034511656557229,3.215000033378601,3.215000033378601,3.502500057220459,3.640000104904175,Below_Cloud,No_Data,3.13,1.2944983818770295,3.803252758114592
7,TTRAK.IS,2025-07-11 00:57:31.956989,68.90638898876098,77.46950665743236,-0.09624670063137986,3.961913166786992,4.058159867418372,11.181584529487354,0.7806613036681277,14.66876971608833,57.49531257971878,54.0140145058259,16.998325478164844,90.06033920417512,7.671480144404332,0.0024605197840051464,16.420735270601252,591.5050709939148,596.8333333333334,558.4554459348001,1,586.3783616385385,593.0,616.0,702.1336802723251,705.2447068657978,Below_Cloud,Bearish,596.5,0.42087542087541063,643.211630005166
8,AEFES.IS,2025-07-11 00:57:31.956989,68.81351677952237,78.76398890804289,0.005122424076285992,0.1814539268579589,0.17633150278167292,25.019904560219775,0.8623449920267839,14.920174165457183,71.27982129560186,62.09438318486204,21.280603023381815,106.09642616202073,19.216270905014618,-0.028197822979092745,0.5882084189620111,15.590070816372762,15.763333320617676,14.256770654075797,1,15.167051533272783,14.501227302310369,14.71198810375481,15.286997130521835,15.660408851528121,Above_Cloud,Bearish,15.82,0.6361323155216203,16.90543288910567
9,FROTO.IS,2025-07-11 00:57:31.956989,90.04235605149506,89.37111635172285,0.1731019350438323,1.2185384283465361,1.0454364933027038,20.82946500950378,0.9842167734653542,51.69867060561298,79.39216333543217,66.5809639645597,21.000385389502792,145.3546071569512,13.352939381318933,0.22346929584854422,3.2202186763942504,93.97712916438043,96.0499979654948,86.25564309601732,1,91.05614100915939,88.60000228881836,90.2750015258789,98.32499885559082,98.55000305175781,Below_Cloud,Bearish,96.35,1.3144058885383725,92.62442251216785
10,ALCAR.IS,2025-07-11 00:57:31.956989,68.33124590638569,73.28604592708632,-0.4700312595339309,14.50537699848835,14.97540825802228,25.081888601914436,0.8155949564044845,23.316498316498315,76.27793227329362,56.72610350336713,24.64161688849837,99.17209482956453,16.97530864197531,-0.059565958209294056,39.16375968615281,937.6288032454361,948.8333333333334,877.2426845171801,1,895.970619792269,941.5,1064.5,1148.5829515123182,1066.777758699567,Below_Cloud,Bearish,947.5,-0.5771248688352548,956.3078950670778
