,symbol,Stoch_K,Stoch_D,StochRSI_K,StochRSI_D,MACDAS-dif,MACDAS,MACDAS_Signal,BB_BWidth,BB_%B,YF%,MFI,OBV,RSI,AD,ADX,CCI,ROC,CMF,ATR,FWMA,VWAP,Supertrend,st_way,kama,CPrice,change
0,A1CAP.IS,91.70132625223708,92.55058224967858,99.67722646824512,99.67722646824512,0.122283546171251,0.2645848766306839,0.1423013304594329,63.73154801147482,1.151972613688638,96.41791044776119,96.40662825888639,247328530.0,89.05043626048767,-420455046.23555195,28.86585774719636,217.7271505696924,57.7731064657112,0.07206946599156641,0.3285981149160646,6.833742474445707,7.413333415985107,6.272664524468196,1,6.817272553005246,7.51,5.1820728291316565
1,ACSEL.IS,13.312830444618536,13.196846936817385,14.51528032881432,13.570821124824974,0.062425096569144745,-0.8044091061556375,-0.8668342027247823,24.530456370733024,0.32590356302744933,23.263327948303722,38.01373714077843,2232279.0,47.46727558290549,-7257611.748180548,17.47197229116999,-59.92203153821084,-4.450260507876684,-0.19909102449637175,5.1007717497242355,109.14878258695467,109.33333333333333,105.31587579702422,1,111.89580180677956,109.5,0.4587155963302836
2,ADESE.IS,67.8475567155073,64.86868668757711,17.905360135716958,17.983159068781635,-0.020179814301955444,0.01150257733943083,0.031682391641386275,55.8873896821553,0.7589601442010645,81.67938931297708,72.3567606715362,1492089069.0,67.30819724048537,-1833231809.5573156,35.626611217453195,75.64830357698268,15.702473720756288,0.09517120828809511,0.16254640526636988,2.726024316725818,2.7833333015441895,2.350843006453503,1,2.666197366398391,2.8,0.0
3,ADGYO.IS,3.7415677551727344,4.551235437546544,21.5227711623761,20.930157457701398,0.04148602986572944,-0.12060101163602371,-0.16208704150175315,14.30485191289227,0.23682364544113085,26.755852842809364,32.89355448954716,72151983.0,40.084789483501915,-46397291.01656395,20.216629205285916,-89.26873919855582,-3.728814852439751,-0.36316752865115054,0.8114124275401823,28.4687421520148,28.45333353678386,30.671608424041068,-1,29.341731799663346,28.4,-0.07037297677693344
4,AEFES.IS,59.14702846612164,66.14457553005387,70.65661399933127,79.91286126419702,0.4518042506729723,0.9145172432780768,0.4627129926051045,15.510859413559125,0.572372233501196,11.757309022320035,33.50082298342041,-7745568.0,51.182847714657775,-195459503.02771285,15.999850382737392,26.247365759842342,3.007511033461682,-0.18274606932422066,6.569356865668673,163.9302195148584,165.03333028157553,151.76794072999223,1,166.45160128627225,164.4,-0.8443908323281124
5,AFYON.IS,68.54709701659472,62.87920870730244,90.96539662104696,85.3683862764597,0.02646648883598018,0.046854315405191554,0.020387826569211374,6.9712314377977895,0.7278265691621991,38.12709030100338,35.319659163483685,368230050.0,54.79150794805687,-383973808.1006779,12.306252033867688,63.798993582716946,1.2399713772496992,-0.10800281449736822,0.32049574590563146,13.813813618665776,13.869999885559082,14.31625565186702,-1,14.054975535415604,13.88,-0.07199424046075986
6,AGESA.IS,85.66828468825747,88.68220119706679,91.37804746610819,95.13673576885901,-0.20927966006775645,1.0546800725099712,1.2639597325777276,17.90764268679854,0.8066845916167562,79.51219512195124,76.44565765953713,15114149.0,61.126700791075166,14440765.268381668,28.251744207783183,92.5888586096508,9.955418490976117,-0.12257701474261637,5.760296997690052,147.7843815027821,147.63333129882812,131.2495843691681,1,138.48589576151147,148.0,0.4752206381534174
7,AGHOL.IS,69.24398625429554,70.44673539518901,70.69807177896118,72.44463351802717,0.6240060530287068,3.1388046900653497,2.514798637036643,15.280810096735921,0.7799871522602237,15.632183908045977,34.57873245884523,-4968294.0,55.322511015292264,-14503874.624852534,20.81492674106108,102.50889041140633,7.6923076923076925,0.03628026639959402,9.850634140700073,293.4148073022312,295.1666666666667,268.77295542212596,1,286.5222227733522,294.0,-1.0101010101010055
8,AHGAZ.IS,91.88459484653022,88.83414629820255,93.05607108600579,97.6853570286686,0.23842396383309358,0.37506553805432274,0.13664157422122916,22.940417606757475,1.083810467281529,94.44038039502558,86.84042656999088,272154723.0,67.62404575732855,143127001.51246694,27.336774490867757,252.02615398293057,19.136960516451328,0.0399072395873853,1.0750148489909523,24.648823384097334,25.586666742960613,22.286831601765126,1,22.172221028485716,25.4,-2.3076923076923106
9,AKBNK.IS,71.97776641738645,67.2619840354986,85.61825654805432,84.51041661153666,0.05156602173099045,0.6482857241567566,0.5967197024257661,10.985012282597882,0.790848839610659,19.714095744680847,65.80308314610717,1323239409.0,51.00265919538489,-1624250508.2071972,24.506676289222092,85.09501387274821,7.319586055794942,-0.08428308570090066,1.7483299924583786,51.68057811187682,51.93333307902018,54.67829180170995,-1,50.85292205825022,52.05,0.28901734104045396
