,symbol,priceToBook,CPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,bookValue,open,dayLow,dayHigh,recommendationKey,fiftyTwoWeekLow,fiftyTwoWeekHigh,RSI,ADX,CCI,ROC,ATR,OBV,CMF,AD,MFI,MACD,MACD_signal,MACD_Hist,MACDAS,MACDAS_Signal,BB_Middle,BB_Upper,BB_Lower,BB_%B,BB_BWidth,FWMA,VWAP,kama,EMA_200,Supertrend,st_way,Stoch_K,Stoch_D,StochRSI_K,StochRSI_D,Tenkan,Kijun,Senkou_A,Senkou_B,Chikou,time,YF%,MACDAS-dif,change,BB_Pot,BB_Opt,TrendWay,Cloud_Position,TK_Cross
0,MGROS.IS,1.4099114,498.25,982.0,657.0,775.06,769.28,353.391,485.5,480.0,499.5,none,397.0,600.0,55.740170297534114,15.45215278632926,48.68253815672833,0.7074279939363315,13.997507411280164,2281147.0,0.09546986679588314,-8976177.218130294,55.23958566713705,1.6346010403316313,0.9088581745626131,0.7257428657690183,0.7257428657690183,1.2563065274471512,483.55,516.0748366636915,451.0251633363085,0.7259811502206572,13.4525226610243,490.49695740365115,492.5833333333333,483.7431317753009,494.3385267909383,464.46703605269323,1,51.86666666666667,50.6830409356725,42.24388032774463,42.479621884487834,486.9927722167969,500.24587903799215,476.0225449904153,516.6413346076157,,2025-07-18 01:40:07.444826,49.87684729064039,-0.530563661678133,2.626158599382089,3.5774885426375302,-9.478140825628001,no-trend,No_Data,Bearish
1,KCHOL.IS,0.74329907,168.3,325.2,228.15,278.71182,273.0,226.423,163.0,159.7,168.7,none,133.7,232.2,65.14812709448674,17.741111281265393,93.99690622663192,9.285716267375204,5.502994958251457,359470331.0,0.038035247441326775,-650581562.3069395,75.0095509759455,4.643487309128631,3.5698034279129947,1.073683881215636,1.073683881215636,1.1459416502344761,155.11499938964843,172.23484601317682,137.99515276612004,0.8850794914245546,22.07374746593446,164.6196767408514,165.56666564941406,158.0894139697027,162.68587184489107,150.25709450397895,1,87.77624797370902,88.32321706533152,83.0289941419767,86.28097347486231,145.79999542236328,147.0999984741211,147.86661338484365,157.8676030870206,,2025-07-18 01:40:07.444826,35.12690355329951,-0.07225776901884018,3.2515337423312918,2.33799525441285,-18.006445177587626,no-trend,Above_Cloud,Bearish
2,THYAO.IS,20.970781,289.25,575.0,331.0,453.6154,454.0,13.793,289.5,285.0,290.5,strong_buy,249.2,339.5,55.1257417998297,15.927980461747811,48.000831058888366,2.0282186948853616,7.89238853324519,215432141.0,0.016500165299335522,-723383092.3999717,67.2149104953571,3.5807998574159683,2.4891253734380507,1.0916744839779176,1.0916744839779176,2.028331514364144,279.7,306.8434154077928,252.55658459220717,0.6759174344223872,19.408949165386357,288.6617647058823,288.25,284.9755747619863,288.296926449052,270.37029107500035,1,74.5679012345679,79.80056987797781,61.66689135908325,72.56498142572393,278.9366524321418,287.0789904565012,303.61039734948304,306.81798757617287,,2025-07-18 01:40:07.444826,44.35215946843854,-0.9366570303862263,-0.08635578583765513,6.082425378666478,-12.68570973475983,no-trend,Below_Cloud,Bearish
3,KRDMD.IS,0.5361764,25.9,49.78693,36.413742,42.76641,42.05304,48.305,25.1,24.92,25.9,none,21.16,34.06,59.443263806568446,19.66358649285955,63.030106537173054,7.379762509798687,0.9301926530104869,1088874106.0,0.05453569118572832,-1083041945.0093696,62.6283240208261,0.5878539558050839,0.49820001904661515,0.08965393675846878,0.08965393675846878,0.19905368535551984,24.375,27.2290740688155,21.5209259311845,0.7671618853891868,23.418043641563074,25.42565903073634,25.573333104451496,24.894640318832423,25.695039470341253,23.315674469228796,1,69.20634632298066,71.21142586522757,38.78463135474408,43.91008459143088,22.800000190734863,23.489999771118164,26.369999408721924,28.770000457763672,,2025-07-18 01:40:07.444826,36.744186046511615,-0.10939974859705107,3.1872509960159334,5.131560111256772,-16.907621887318523,no-trend,Below_Cloud,Bearish
4,CCOLA.IS,2.3868115,49.66,92.0,70.0,80.10769,79.0,20.806,49.02,48.86,49.84,none,42.94,899.5,48.94393983299161,12.960574484354012,-2.2370325537189886,0.9349574742672699,1.6420366220270082,3052445.0,-0.07619288852665732,-109055333.79411681,63.55008883415145,0.006813811252285973,0.05631854286848275,-0.04950473161619678,-0.04950473161619678,0.14859878223246167,49.42800006866455,53.310451047531,45.54554908979811,0.5298780049008235,15.709520811981097,49.60438108927822,49.45333353678385,50.310689820993396,79.86954969344902,47.388728947984546,1,28.003862752164725,36.57837731263796,12.423055201379887,24.332051973781017,51.329999923706055,50.795558251699816,52.65623986690928,52.94266912719043,,2025-07-18 01:40:07.444826,0.7845334827682824,-0.19810351384865846,1.3055895552835484,7.350888134375766,-8.285241462347749,no-trend,Below_Cloud,Bullish
5,BRSAN.IS,1.4826242,333.5,,,,,224.939,329.25,327.5,334.25,none,297.5,601.5,53.43411879024568,11.696147002570584,58.27046181984457,3.2507739938080493,10.693084594212662,19893914.0,-0.016865858987182642,-58223433.79440649,71.53721959074049,0.5787650092669878,-1.3408653073523369,1.9196303166193247,1.9196303166193247,2.535743551941342,323.075,345.9895696010104,300.1604303989896,0.7274753613426005,14.185294189281365,331.66683569979716,331.75,326.1014510104732,386.88510304506633,305.42022167143506,1,71.36150234741784,74.66855294077247,72.92126966880137,79.01943230602608,333.875,353.0,385.625,378.625,,2025-07-18 01:40:07.444826,11.842105263157894,-0.6161132353220173,1.2908124525436548,3.744998381112552,-9.996872444081074,no-trend,Below_Cloud,Bearish
6,ZOREN.IS,0.2599059,3.26,5.4,4.55,4.975,4.975,12.543,3.21,3.21,3.27,none,2.8,6.09,65.56579731686547,20.887321777040043,131.69373912330292,7.236843137199542,0.09036915722371894,-829183297.0,0.0701745984787894,-3235038661.2877007,85.63552754373683,0.035802367907975974,0.0067906789136367995,0.029011688994339174,0.029011688994339174,0.026432973375072666,3.0385000109672546,3.2855041127559863,2.791495909178523,0.9483730794184468,16.25829197941007,3.188559878186812,3.246666669845581,3.1020210320625035,3.767597363745441,2.9584353556448626,1,75.53724511109249,79.77591341601781,96.63061485027465,92.64025490631339,3.0450000762939453,3.1950000524520874,3.365000069141388,3.640000104904175,,2025-07-18 01:40:07.444826,13.98176291793313,0.0025787156192665084,1.5576323987538832,0.7823347471161535,-14.371291129493159,upper,Below_Cloud,Bearish
7,TTRAK.IS,4.275939,600.5,943.0,650.0,822.5714,830.0,140.437,595.0,590.0,601.5,hold,550.0,867.0,54.60264893085318,15.124212381751336,60.27377624883535,3.2674118658641444,15.747471793800763,-2030268.0,-0.017663307974880964,-9440665.445443604,68.20560806565919,2.6318331510348116,0.10602763551979566,2.525805515515016,2.525805515515016,3.3731926649153547,583.125,618.5479798294836,547.7020201705164,0.7452504007799239,12.149360713220512,596.5598377281947,597.3333333333334,589.3744426121441,640.6141728826146,560.7541013930422,1,66.66666666666667,70.34097589653143,70.15902543490296,76.08963484117255,578.25,592.0,676.375,705.2447068657978,,2025-07-18 01:40:07.444826,15.930599369085174,-0.8473871494003387,0.9243697478991564,3.0054920615293135,-8.79233635794897,no-trend,Below_Cloud,Bearish
8,AEFES.IS,1.0149772,15.18,37.6,15.99999,28.61428,27.4,14.956,14.9,14.87,15.25,strong_buy,13.25,30.475,53.06629822915296,19.404073980001524,20.35692289945496,1.402805841022558,0.582763577196509,-688391882.0,-0.026543266118295977,-2387572841.361795,70.3156377748462,0.27095224303509013,0.28534928150463773,-0.014397038469547596,-0.014397038469547596,0.09119781919030404,14.864499950408936,16.603757958291716,13.125241942526156,0.5906996987614586,23.40150040277583,15.196673506413706,15.100000063578285,15.278210713801421,16.765258297165722,14.25677065407929,1,48.1849269451522,58.581225237091765,16.354995570367407,33.24907047594257,14.424999713897705,14.71198810375481,14.998347092195129,15.660408851528121,,2025-07-18 01:40:07.444826,11.204644412191579,-0.10559485765985163,1.8791946308724716,9.379169685716171,-13.53595558283165,no-trend,No_Data,Bearish
9,FROTO.IS,2.653325,94.4,224.0,106.5,141.455,139.55,35.578,95.5,92.25,95.65,buy,78.85,112.7,59.37272160551109,23.36888578917771,57.369022845778325,5.770309832917542,3.1472980701181217,48795442.0,0.18450647754292587,-367255414.40782356,61.207893053268855,2.273640287420534,1.7119902580816515,0.5616500293388824,0.5616500293388824,0.8897862755551738,90.50250091552735,99.92876679873837,81.07623503231633,0.7067361911196107,20.8309511623535,95.0067457388671,94.10000101725262,93.08416687401166,91.83923683744571,87.92494955565982,1,79.00102674083591,82.18037712255395,80.03423851859658,86.08865126448626,83.92499923706055,89.625,96.26249885559082,97.8288798051848,,2025-07-18 01:40:07.444826,45.937961595273286,-0.32813624621629134,-1.1518324607329822,5.8567444901889365,-14.114157804749649,upper,Below_Cloud,Bearish
