,symbol,Stoch_K,Stoch_D,StochRSI_K,StochRSI_D,MACDAS-dif,MACDAS,MACDAS_Signal,BB_BWidth,BB_%B,YF%,MFI,OBV,RSI,AD,ADX,CCI,ROC,CMF,ATR,FWMA,VWAP,Supertrend,st_way,kama,CPrice,change
0,A1CAP.IS,26.0487548729038,27.808749593631237,17.07966964642895,9.052870930771528,-0.0465842852858969,-0.04436027613729937,0.002224009148597529,46.12831762536636,0.6921800613052118,63.614457831325296,68.44035698518049,10648174.0,64.87735397317707,-680273642.7207055,36.307369152154955,54.45302958629323,-1.7045438382004816,-0.3010281029647355,0.44775979191042403,6.6404970146821425,6.866666793823242,7.671011147583126,-1,6.808238465817234,6.92,4.8484848484848575
1,ACSEL.IS,22.7998614319341,12.650832977636524,37.12103066370662,14.885905928000504,0.45609408765140214,-0.3527481801335224,-0.8088422677849245,14.433109392161494,0.39666772497503006,15.495495495495511,30.374486252816325,1918397.0,45.3737839098903,-7435483.740611719,11.998530824975155,-67.19778932397914,-4.775027093457839,-0.4004898829254046,4.274025928303842,101.6774837424257,102.43333435058594,112.14120546519698,-1,104.565460551671,103.7,3.0815109343936387
2,ADESE.IS,86.42423803156072,84.60605505741005,52.691840478316294,62.83374572452573,0.012853097766398702,0.16577578573428997,0.15292268796789127,110.68007388256794,0.9526943364196618,100.0,84.32507088144274,2155095220.0,79.00554748210877,-932205139.9430099,51.89875700366018,136.30853761499867,92.85714954746024,0.3177202091109713,0.3571530475468322,4.982423889225927,5.350000063578288,4.093053927809601,1,4.611594385927709,5.4,0.0
3,ADGYO.IS,45.61744619476125,46.65199415242146,76.90446011326473,76.99358682047541,0.09369448765129723,0.08126528082054596,-0.012429206830751272,8.813592440539214,0.4270746445076768,23.24414715719065,55.43003563805343,71317394.0,45.63996737823653,-46902489.41859047,23.22320152141669,-20.071758005331,-1.4094419674375658,-0.4006933452546954,0.9043419344802646,27.938904315414582,28.113332748413086,29.566115464008718,-1,28.443614816215323,27.98,-0.5685856432125047
4,AEFES.IS,9.76314495942641,5.170660604225837,21.919425167750145,9.084530976909095,0.0023199620948135546,-1.1197467940830679,-1.1220667561778814,23.942206240102113,0.28200048759160296,3.9344262295081935,17.04839305511231,-46504565.0,39.37536968278846,-220619156.1547866,21.28551851069545,-89.39697791075432,-10.720491064478681,-0.27611883725444053,5.315092583707716,141.89639266751118,142.26666768391928,154.15849326897572,-1,150.37561808478372,143.6,2.571428571428558
5,AFYON.IS,24.953466197750146,14.149800681247086,37.47584234594404,18.316719715989468,0.009472994919381916,-0.05730134804209458,-0.0667743429614765,13.42759541009514,0.33277682382345486,22.240802675585293,21.854163943488256,389875148.0,44.22810857672184,-374496226.03723836,25.841846478974833,-72.2214273831397,-6.6425996458804235,-0.1504090629549128,0.32968189991114366,12.760649228434534,12.853333473205566,13.320421579843337,-1,13.309410779256424,12.93,1.3322884012539227
6,AGESA.IS,24.764367237564898,28.551103459975323,15.544074523877521,24.620783795729892,-0.3627869775733348,-1.0410722695377672,-0.6782852919644324,11.427554261807785,0.14943057395857,62.89262235208184,43.00237509408418,13539457.0,45.464481454522165,12291753.004491707,17.233644095618445,-141.71943930858538,-7.04129594540804,-0.16312472012974955,5.288478185159186,138.89695905333357,136.1000010172526,131.16958558983578,1,139.2420149889373,137.3,-0.5072463768115876
7,AGHOL.IS,14.182158916241804,8.222142044048494,24.503058419389703,11.606524475666632,-0.3147194265765405,-1.7454861343036594,-1.430766707727119,21.269663027923404,0.2889004763051098,4.906643508467221,19.423852605765468,-7842928.0,41.72539883330661,-14396605.77705201,22.066121239201365,-75.9392268563003,-10.576277270159991,-0.00442812937776384,8.655511590016829,256.38084405430914,257.0833333333333,277.9773134950127,-1,265.096455545713,258.5,1.3725490196078383
8,AHGAZ.IS,76.72132485234933,65.5498711021272,60.84897346135177,44.05537420619049,0.024121908407710876,0.08695223620825954,0.06283032780054866,25.193306890734558,0.889687718475798,96.44565960355435,69.15442637418572,285414335.0,68.49914707952645,143516543.39821282,37.31720823660722,114.56174428368362,2.3076937748835635,0.09501810866077394,1.1136196679652048,25.66728228245981,26.33333396911621,22.769111882534677,1,24.27444080910585,26.6,4.15035238841035
9,AKBNK.IS,76.62177973922302,56.16874722339392,81.19839081396127,57.79046765517703,0.14958945718926892,0.5692114848101646,0.4196220276208957,12.661877592316705,1.1324796250555376,33.510638297872354,67.2380262660574,1542063024.0,62.8634123728044,-1610726144.610116,16.149673090345292,242.3076530028835,8.180943094483846,0.05695673609122383,1.8967938385855003,54.39929072706984,55.949999491373696,50.14416506012161,1,51.89779221150418,56.2,1.1701170117011772
10,AKCNS.IS,46.19719766053509,40.66022039419609,76.74466504648058,67.87731087889658,0.512845870572249,0.6489800475527048,0.13613417698045588,16.626433682483984,0.5296794249813297,25.278396436525597,55.641110259769285,11966626.0,49.24726532503234,7446400.546531121,16.224146296826287,10.653145916981883,-3.767566363550087,0.14112295943916056,6.037044038478534,148.51815190808526,150.6000010172526,155.93096127128223,-1,156.3793306975438,150.7,0.4666666666666597
11,AKENR.IS,17.893240304532863,7.550024143957091,22.42767843774483,8.17905227173712,-0.040773193162029986,-0.17373010829011826,-0.13295691512808827,31.385644145224113,0.4351328718778221,22.438162544169618,38.372699828830065,12497163.0,53.484046133571454,-958889866.592072,27.313664959150703,-60.90137183554114,-5.56016652023875,-0.15922909377382735,0.6695965236157855,10.821278010130413,11.00333340962728,12.183963973290073,-1,10.782592725147397,11.38,11.024390243902449
