,symbol,time,StochRSI_K,StochRSI_D,MACDAS-dif,MACDAS,MACDAS_Signal,BB_BWidth,BB_%B,YF%,MFI,RSI,ADX,CCI,ROC,CMF,ATR,FWMA,VWAP,Supertrend,st_way,kama,Tenkan,Kijun,Senkou_A,Senkou_B,Cloud_Position,TK_Cross,CPrice,change,EMA_200
0,A1CAP.IS,2025-07-18 00:50:09.272578,8.513418301275161,9.056256929567443,-0.03916427213895454,-0.14514142990289403,-0.10597715776393948,18.773542361821097,0.3587237500511004,76.00767754318618,43.02929974806434,51.94293619678941,31.364453248950017,-56.865185350941566,-4.297327529765218,-0.3024847612858502,0.5024132933107843,8.268762503386029,8.239999771118164,7.324618754150999,1,8.02800682789123,6.825000047683716,6.5400002002716064,4.772500038146973,5.005000114440918,Above_Cloud,Bullish,8.24,1.228501228501222,6.009507794783623
1,ACSEL.IS,2025-07-18 00:50:09.272578,90.11599673763465,86.37158933523784,0.5466800119516791,1.204166030855706,0.6574860189040269,13.734167491535015,1.3569515462311847,34.20138888888889,72.18096154011492,68.25037884267614,15.664530364289195,284.6204606842119,11.473786992282086,0.036180042699762084,4.2235454222368025,106.34320399533905,110.69999694824219,96.36676793760948,1,103.71456730715275,103.27499771118164,109.7249984741211,116.19999694824219,113.24999618530273,Below_Cloud,Bearish,112.7,4.351851851851851,110.7101968075026
2,ADESE.IS,2025-07-18 00:50:09.272578,74.02375301856995,69.17622585767343,0.018382458096715334,0.05720303608402455,0.038820577987309215,45.84176714687184,0.9085006881581352,90.88518843120069,79.75278837659596,73.8218514611954,62.76307961219115,133.17046915984764,29.273513090759742,-0.06152771999592937,0.8101939744128077,11.915699888194549,12.236666679382324,9.975017447055707,1,10.586443756198324,5.1549999713897705,4.365000009536743,2.0624999701976776,2.0299999713897705,Above_Cloud,Bullish,12.1,-1.7059301380991099,4.081073279739106
3,ADGYO.IS,2025-07-18 00:50:09.272578,35.14111623545947,22.624151947321508,-0.04769421984964953,-0.12178776614050535,-0.07409354629085582,7.457739059444797,0.8741218318357533,77.57166947723437,54.901923186621595,63.094808517409895,28.81513202006302,154.54210670429637,1.0907034054275346,-0.158343932870277,1.41805877373228,34.6520090199871,35.44000116984049,31.200774085643534,1,33.671301690012825,28.839999198913574,28.839999198913574,30.119999408721924,29.309999465942383,Above_Cloud,No_Data,35.22,2.027809965237526,31.550632726065672
4,AEFES.IS,2025-07-18 00:50:09.272578,16.354995570367407,33.24907047594257,-0.10559485765985163,-0.014397038469547596,0.09119781919030404,23.40150040277583,0.5906996987614586,11.204644412191579,70.3156377748462,53.06629822915296,19.404073980001524,20.35692289945496,1.402805841022558,-0.026543266118295977,0.582763577196509,15.196673506413706,15.100000063578285,14.25677065407929,1,15.278210713801421,14.424999713897705,14.71198810375481,14.998347092195129,15.660408851528121,No_Data,Bearish,15.18,1.8791946308724716,16.765258297165722
5,AFYON.IS,2025-07-18 00:50:09.272578,87.08744942431854,86.01625250745572,-0.0132175821546677,0.13175224078893255,0.14496982294360025,24.581543407571754,0.8764855180333299,44.55782312925172,74.96264554196675,67.92700169603845,31.802996850629476,100.97830760880042,13.20158202888525,0.09586126029908265,0.41184305295721246,14.019371169092205,14.209999720255533,12.8869419925096,1,13.735559451455492,12.704999923706055,13.144999980926514,13.555338144688376,13.73904319611152,Above_Cloud,Bearish,14.32,2.285714285714291,13.606168326142344
6,AGESA.IS,2025-07-18 00:50:09.272578,29.824656215856233,19.007637116524755,-0.009975455518521414,-0.3056139241033313,-0.2956384685848099,9.050799163018766,0.8071928502976395,90.21183345507671,68.65770097478914,58.45607546133538,25.19548662055308,81.81397266450891,-1.2032894046404887,-0.0006077697913836867,4.98695714584914,153.37677398124524,154.83333333333334,139.77544146766047,1,148.1807713755665,139.5,140.8499984741211,133.2352091898465,137.25074440178366,Above_Cloud,Bearish,156.0,2.766798418972316,133.353333724917
7,AGHOL.IS,2025-07-18 00:50:09.272578,45.85756465088526,57.58249736156582,-1.2138913459054224,0.5693734300826172,1.7832647759880396,17.595468297724665,0.6551845689378845,12.588159863218632,67.74878766400579,53.51693677084509,18.41591536605975,27.276958829247867,3.173076923076923,-0.026852157831536497,9.232998261960006,266.39132860659583,265.5,249.11004780283812,1,264.73193091441715,258.8499984741211,274.87917785130765,281.4111402005031,301.82279015483186,Below_Cloud,Bearish,268.25,3.173076923076934,297.2318292857067
8,AHGAZ.IS,2025-07-18 00:50:09.272578,27.104199743814778,9.459140133004476,0.04585748805850515,-0.20265830882549052,-0.24851579688399567,10.369781808423236,0.49195872602726415,86.85878962536022,55.96068263984384,56.02115423194196,19.76622452439392,-33.91849544214064,-1.076816718725097,-0.3270130314940693,0.8634627652769551,27.085435770588035,27.37999979654948,25.84204576041812,1,27.435327967867803,25.880000114440918,24.600000381469727,21.884999752044678,20.05500030517578,Above_Cloud,Bullish,27.56,3.22097378277153,21.391832558655683
9,AKBNK.IS,2025-07-18 00:50:09.272578,7.648779934055579,20.064062185824227,-0.5136104904816865,-0.38504684546917956,0.128563645012507,27.415482804643965,0.6417142919672859,72.24069148936168,61.234728067698256,60.979563818089545,28.158450687925892,32.95447469477692,-0.5131942665433136,0.055653604185338976,2.410729402801118,67.52190551603059,67.25,63.553656445926215,1,67.68689031667441,55.52499961853027,54.06500053405762,53.68103870546764,61.31860280566242,Above_Cloud,Bullish,67.85,2.569916855631127,58.905215071852716
